place_name,activity,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment
Jaffna Public Library,Fort visit,2,0,4,6,neutral
Jaffna Public Library,Heritage exploration,0,0,1,1,neutral
Jaffna Public Library,Photography,6,4,17,27,neutral
Jaffna Public Library,Relaxing,3,0,0,3,positive
Jaffna Public Library,Sunset watching,0,0,1,1,neutral
Jaffna Public Library,Swimming,0,1,0,1,negative
Jaffna Public Library,Temple visit,1,0,0,1,positive
Jami Ul-Alfar Mosque,Fort visit,6,0,4,10,positive
Jami Ul-Alfar Mosque,Heritage exploration,1,0,0,1,positive
Jami Ul-Alfar Mosque,Market visit,1,0,0,1,positive
Jami Ul-Alfar Mosque,Museum visit,0,0,1,1,neutral
Jami Ul-Alfar Mosque,Photography,36,2,27,65,positive
Jami Ul-Alfar Mosque,Relaxing,2,0,0,2,positive
Jami Ul-Alfar Mosque,Religious visit,168,37,199,404,neutral
Jami Ul-Alfar Mosque,Shopping,6,3,31,40,neutral
Jami Ul-Alfar Mosque,Souvenir shopping,2,0,0,2,positive
Jami Ul-Alfar Mosque,Swimming,1,0,1,2,positive
Jami Ul-Alfar Mosque,Temple visit,0,0,1,1,neutral
Japanese Peace Pagoda - Rumassala,Beach walking,0,0,2,2,neutral
Japanese Peace Pagoda - Rumassala,Bird watching,0,0,1,1,neutral
Japanese Peace Pagoda - Rumassala,Boat ride,0,0,1,1,neutral
Japanese Peace Pagoda - Rumassala,Cycling,1,0,0,1,positive
Japanese Peace Pagoda - Rumassala,Fort visit,13,1,7,21,positive
Japanese Peace Pagoda - Rumassala,Hiking,13,0,1,14,positive
Japanese Peace Pagoda - Rumassala,Meditation,12,0,4,16,positive
Japanese Peace Pagoda - Rumassala,Museum visit,1,0,0,1,positive
Japanese Peace Pagoda - Rumassala,Photography,18,2,4,24,positive
Japanese Peace Pagoda - Rumassala,Pilgrimage,0,0,1,1,neutral
Japanese Peace Pagoda - Rumassala,Relaxing,20,0,2,22,positive
Japanese Peace Pagoda - Rumassala,Religious visit,11,1,7,19,positive
Japanese Peace Pagoda - Rumassala,Scenic drive,1,0,0,1,positive
Japanese Peace Pagoda - Rumassala,Shopping,1,0,2,3,neutral
Japanese Peace Pagoda - Rumassala,Sightseeing,1,0,1,2,positive
Japanese Peace Pagoda - Rumassala,Snorkelling,1,0,0,1,positive
Japanese Peace Pagoda - Rumassala,Souvenir shopping,1,0,0,1,positive
Japanese Peace Pagoda - Rumassala,Sunbathing,0,0,1,1,neutral
Japanese Peace Pagoda - Rumassala,Sunrise watching,1,0,2,3,neutral
Japanese Peace Pagoda - Rumassala,Sunset watching,82,1,27,110,positive
Japanese Peace Pagoda - Rumassala,Swimming,4,0,3,7,positive
Japanese Peace Pagoda - Rumassala,Temple visit,23,4,23,50,positive
Japanese Peace Pagoda - Rumassala,Trekking,4,0,2,6,positive
Japanese Peace Pagoda - Rumassala,Viewpoint visit,4,0,1,5,positive
Japanese Peace Pagoda - Rumassala,Waterfall visit,2,0,1,3,positive
Japanese Peace Pagoda - Rumassala,Yoga,0,0,1,1,neutral
Jaya Sri Maha Bodhi,Ancient city visit,25,0,30,55,neutral
Jaya Sri Maha Bodhi,Cycling,0,0,1,1,neutral
Jaya Sri Maha Bodhi,Heritage exploration,2,0,4,6,neutral
Jaya Sri Maha Bodhi,Hiking,0,0,1,1,neutral
Jaya Sri Maha Bodhi,Meditation,12,2,10,24,positive
Jaya Sri Maha Bodhi,Museum visit,1,0,1,2,positive
Jaya Sri Maha Bodhi,Photography,5,2,4,11,positive
Jaya Sri Maha Bodhi,Picnic,0,0,1,1,neutral
Jaya Sri Maha Bodhi,Pilgrimage,14,3,31,48,neutral
Jaya Sri Maha Bodhi,Relaxing,8,0,2,10,positive
Jaya Sri Maha Bodhi,Religious visit,16,1,18,35,neutral
Jaya Sri Maha Bodhi,Ruins exploration,5,1,5,11,positive
Jaya Sri Maha Bodhi,Shopping,0,0,3,3,neutral
Jaya Sri Maha Bodhi,Sightseeing,0,1,0,1,negative
Jaya Sri Maha Bodhi,Souvenir shopping,0,0,1,1,neutral
Jaya Sri Maha Bodhi,Spa treatment,0,0,1,1,neutral
Jaya Sri Maha Bodhi,Sunset watching,1,0,2,3,neutral
Jaya Sri Maha Bodhi,Temple visit,13,3,16,32,neutral
Jaya Sri Maha Bodhi,Train ride,0,0,3,3,neutral
Jungle Beach,Boat ride,4,3,4,11,positive
Jungle Beach,Diving,3,0,2,5,positive
Jungle Beach,Fishing,0,1,0,1,negative
Jungle Beach,Fort visit,1,0,1,2,positive
Jungle Beach,Hiking,29,2,20,51,positive
Jungle Beach,Lagoon visit,0,0,1,1,neutral
Jungle Beach,Local food tasting,1,0,0,1,positive
Jungle Beach,Photography,7,2,11,20,neutral
Jungle Beach,Picnic,1,0,4,5,neutral
Jungle Beach,Relaxing,41,3,12,56,positive
Jungle Beach,Ruins exploration,0,0,1,1,neutral
Jungle Beach,Scuba diving,0,0,1,1,neutral
Jungle Beach,Sea bathing,7,1,0,8,positive
Jungle Beach,Seafood tasting,0,1,1,2,negative
Jungle Beach,Shopping,2,0,10,12,neutral
Jungle Beach,Snorkelling,59,10,31,100,positive
Jungle Beach,Spa treatment,1,0,1,2,positive
Jungle Beach,Sunbathing,4,0,0,4,positive
Jungle Beach,Sunset watching,20,0,5,25,positive
Jungle Beach,Surfing,2,0,3,5,neutral
Jungle Beach,Swimming,83,14,50,147,positive
Jungle Beach,Temple visit,5,0,4,9,positive
Jungle Beach,Trekking,17,3,21,41,neutral
Jungle Beach,Walking trail,0,0,1,1,neutral
Jungle Beach,Waterfall visit,0,0,1,1,neutral
Kabalana Beach,Beach walking,1,0,0,1,positive
Kabalana Beach,Relaxing,1,0,0,1,positive
Kabalana Beach,Shopping,0,1,0,1,negative
Kabalana Beach,Sunset watching,1,0,0,1,positive
Kabalana Beach,Surfing,13,1,6,20,positive
Kabalana Beach,Swimming,2,1,1,4,positive
Kalametiya Eco Bird Watching,Bird watching,62,0,44,106,positive
Kalametiya Eco Bird Watching,Boat ride,25,1,17,43,positive
Kalametiya Eco Bird Watching,Boat safari,1,0,0,1,positive
Kalametiya Eco Bird Watching,Fishing,0,0,1,1,neutral
Kalametiya Eco Bird Watching,Hiking,2,0,3,5,neutral
Kalametiya Eco Bird Watching,Lagoon visit,13,1,6,20,positive
Kalametiya Eco Bird Watching,Meditation,2,0,2,4,positive
Kalametiya Eco Bird Watching,Nature walk,0,0,1,1,neutral
Kalametiya Eco Bird Watching,Photography,26,0,17,43,positive
Kalametiya Eco Bird Watching,Rafting,1,0,4,5,neutral
Kalametiya Eco Bird Watching,Relaxing,27,0,2,29,positive
Kalametiya Eco Bird Watching,Safari,12,0,8,20,positive
Kalametiya Eco Bird Watching,Souvenir shopping,1,0,1,2,positive
Kalametiya Eco Bird Watching,Spa treatment,0,0,1,1,neutral
Kalametiya Eco Bird Watching,Sunrise watching,14,0,4,18,positive
Kalametiya Eco Bird Watching,Sunset watching,20,0,7,27,positive
Kalametiya Eco Bird Watching,Surfing,1,0,0,1,positive
Kalametiya Eco Bird Watching,Swimming,1,0,1,2,positive
Kalametiya Eco Bird Watching,Viewpoint visit,3,0,1,4,positive
Kalutara Bodhiya,Ancient city visit,0,0,2,2,neutral
Kalutara Bodhiya,Elephant watching,0,0,1,1,neutral
Kalutara Bodhiya,Meditation,6,0,5,11,positive
Kalutara Bodhiya,Museum visit,1,0,0,1,positive
Kalutara Bodhiya,Photography,9,0,6,15,positive
Kalutara Bodhiya,Pilgrimage,1,1,3,5,neutral
Kalutara Bodhiya,Relaxing,7,1,3,11,positive
Kalutara Bodhiya,Religious visit,21,0,16,37,positive
Kalutara Bodhiya,Shopping,1,0,2,3,neutral
Kalutara Bodhiya,Sightseeing,0,0,1,1,neutral
Kalutara Bodhiya,Spa treatment,1,0,1,2,positive
Kalutara Bodhiya,Sunset watching,2,0,0,2,positive
Kalutara Bodhiya,Temple visit,37,2,36,75,positive
Kalutara Bodhiya,Train ride,1,0,0,1,positive
Kande Viharaya Temple,Boat ride,0,0,2,2,neutral
Kande Viharaya Temple,Meditation,2,0,0,2,positive
Kande Viharaya Temple,Museum visit,4,0,1,5,positive
Kande Viharaya Temple,Photography,9,0,9,18,positive
Kande Viharaya Temple,Pilgrimage,1,0,1,2,positive
Kande Viharaya Temple,Relaxing,2,0,0,2,positive
Kande Viharaya Temple,Religious visit,10,1,12,23,neutral
Kande Viharaya Temple,Sightseeing,0,0,3,3,neutral
Kande Viharaya Temple,Spa treatment,1,0,1,2,positive
Kande Viharaya Temple,Temple visit,83,6,108,197,neutral
Kande Viharaya Temple,Train ride,0,0,1,1,neutral
Kande Viharaya Temple,Waterfall visit,0,1,0,1,negative
Kandy Lake,Boat ride,13,0,26,39,neutral
Kandy Lake,Cultural show,4,1,2,7,positive
Kandy Lake,Cycling,0,0,1,1,neutral
Kandy Lake,Diving,1,0,0,1,positive
Kandy Lake,Fishing,4,0,9,13,neutral
Kandy Lake,Heritage exploration,0,0,1,1,neutral
Kandy Lake,Hiking,1,0,1,2,positive
Kandy Lake,Kayaking,1,0,0,1,positive
Kandy Lake,Local food tasting,1,0,0,1,positive
Kandy Lake,Meditation,0,0,1,1,neutral
Kandy Lake,Museum visit,0,0,1,1,neutral
Kandy Lake,Photography,29,1,18,48,positive
Kandy Lake,Picnic,2,0,0,2,positive
Kandy Lake,Pilgrimage,0,0,2,2,neutral
Kandy Lake,Relaxing,50,6,17,73,positive
Kandy Lake,Religious visit,8,1,10,19,neutral
Kandy Lake,Scenic drive,1,0,0,1,positive
Kandy Lake,Shopping,6,2,10,18,neutral
Kandy Lake,Sightseeing,1,0,5,6,neutral
Kandy Lake,Souvenir shopping,1,0,0,1,positive
Kandy Lake,Street food tasting,1,0,0,1,positive
Kandy Lake,Sunbathing,1,0,1,2,positive
Kandy Lake,Sunrise watching,2,0,0,2,positive
Kandy Lake,Sunset watching,26,1,8,35,positive
Kandy Lake,Swimming,8,0,1,9,positive
Kandy Lake,Temple visit,37,3,35,75,positive
Kandy Lake,Train ride,0,0,3,3,neutral
Kandy Lake,Turtle watching,0,0,2,2,neutral
Kandy Lake,Viewpoint visit,16,0,10,26,positive
Kandy Lake,Yoga,1,0,0,1,positive
Kandy View Point,Ancient city visit,1,0,0,1,positive
Kandy View Point,Cultural show,1,0,1,2,positive
Kandy View Point,Forest walk,1,1,0,2,positive
Kandy View Point,Hiking,1,1,4,6,neutral
Kandy View Point,Meditation,1,0,0,1,positive
Kandy View Point,Museum visit,2,0,0,2,positive
Kandy View Point,Photography,88,2,39,129,positive
Kandy View Point,Relaxing,8,1,1,10,positive
Kandy View Point,Religious visit,11,0,22,33,neutral
Kandy View Point,Shopping,4,0,7,11,neutral
Kandy View Point,Sightseeing,1,0,1,2,positive
Kandy View Point,Souvenir shopping,2,3,11,16,neutral
Kandy View Point,Sunrise watching,4,0,0,4,positive
Kandy View Point,Sunset watching,24,0,5,29,positive
Kandy View Point,Temple visit,26,0,29,55,neutral
Kandy View Point,Train ride,0,0,2,2,neutral
Kandy View Point,Viewpoint visit,106,4,103,213,positive
Kanniya Hot Springs,Ancient city visit,0,0,1,1,neutral
Kanniya Hot Springs,Ayurveda wellness,0,0,1,1,neutral
Kanniya Hot Springs,Heritage exploration,1,1,4,6,neutral
Kanniya Hot Springs,Local food tasting,1,0,1,2,positive
Kanniya Hot Springs,Photography,1,0,7,8,neutral
Kanniya Hot Springs,Pilgrimage,2,0,6,8,neutral
Kanniya Hot Springs,Relaxing,4,0,0,4,positive
Kanniya Hot Springs,Religious visit,0,1,1,2,negative
Kanniya Hot Springs,Ruins exploration,1,0,0,1,positive
Kanniya Hot Springs,Shopping,2,2,7,11,neutral
Kanniya Hot Springs,Sightseeing,0,0,1,1,neutral
Kanniya Hot Springs,Souvenir shopping,3,0,6,9,neutral
Kanniya Hot Springs,Swimming,1,1,3,5,neutral
Kanniya Hot Springs,Temple visit,0,0,1,1,neutral
Kataragama Temple,Ancient city visit,1,0,1,2,positive
Kataragama Temple,Camping,0,0,1,1,neutral
Kataragama Temple,Elephant watching,0,0,1,1,neutral
Kataragama Temple,Heritage exploration,1,0,0,1,positive
Kataragama Temple,Hiking,0,0,1,1,neutral
Kataragama Temple,Jeep safari,0,0,1,1,neutral
Kataragama Temple,Meditation,2,1,4,7,neutral
Kataragama Temple,Museum visit,1,0,0,1,positive
Kataragama Temple,Photography,4,0,3,7,positive
Kataragama Temple,Pilgrimage,22,2,45,69,neutral
Kataragama Temple,Relaxing,9,0,1,10,positive
Kataragama Temple,Religious visit,7,1,18,26,neutral
Kataragama Temple,Safari,0,0,5,5,neutral
Kataragama Temple,Shopping,3,0,8,11,neutral
Kataragama Temple,Souvenir shopping,0,0,1,1,neutral
Kataragama Temple,Street food tasting,0,0,1,1,neutral
Kataragama Temple,Temple visit,138,25,316,479,neutral
Kataragama Temple,Trekking,0,0,1,1,neutral
Kataragama Temple,Waterfall visit,0,0,1,1,neutral
Kaudulla National Park,Ancient city visit,1,0,7,8,neutral
Kaudulla National Park,Bird watching,4,0,1,5,positive
Kaudulla National Park,Camping,0,0,1,1,neutral
Kaudulla National Park,Elephant watching,48,1,39,88,positive
Kaudulla National Park,Fishing,0,0,1,1,neutral
Kaudulla National Park,Jeep safari,14,1,43,58,neutral
Kaudulla National Park,Photography,28,4,22,54,positive
Kaudulla National Park,Rafting,0,0,1,1,neutral
Kaudulla National Park,Relaxing,2,0,3,5,neutral
Kaudulla National Park,Safari,120,10,173,303,neutral
Kaudulla National Park,Scenic drive,5,0,2,7,positive
Kaudulla National Park,Shopping,1,0,1,2,positive
Kaudulla National Park,Sightseeing,0,0,2,2,neutral
Kaudulla National Park,Sunrise watching,0,0,1,1,neutral
Kaudulla National Park,Sunset watching,1,1,6,8,neutral
Kaudulla National Park,Swimming,3,1,0,4,positive
Kaudulla National Park,Trekking,1,0,3,4,neutral
Kaudulla National Park,Viewpoint visit,1,0,0,1,positive
Kaudulla National Park,Village tour,0,0,1,1,neutral
Kaudulla National Park,Wildlife watching,2,1,0,3,positive
Keerimalai Hot springs,Diving,0,2,0,2,negative
Keerimalai Hot springs,Photography,2,0,6,8,neutral
Keerimalai Hot springs,Pilgrimage,2,0,3,5,neutral
Keerimalai Hot springs,Relaxing,1,0,0,1,positive
Keerimalai Hot springs,Sea bathing,1,0,0,1,positive
Keerimalai Hot springs,Shopping,0,0,1,1,neutral
Keerimalai Hot springs,Sightseeing,0,0,1,1,neutral
Keerimalai Hot springs,Sunset watching,1,0,0,1,positive
Keerimalai Hot springs,Surfing,0,0,1,1,neutral
Keerimalai Hot springs,Swimming,9,3,19,31,neutral
Keerimalai Hot springs,Temple visit,3,0,3,6,positive
Kelaniya Raja Maha Vihara,Ancient city visit,1,0,0,1,positive
Kelaniya Raja Maha Vihara,Boat ride,1,0,2,3,neutral
Kelaniya Raja Maha Vihara,Cycling,1,0,2,3,neutral
Kelaniya Raja Maha Vihara,Heritage exploration,0,0,1,1,neutral
Kelaniya Raja Maha Vihara,Local food tasting,0,0,1,1,neutral
Kelaniya Raja Maha Vihara,Meditation,19,0,17,36,positive
Kelaniya Raja Maha Vihara,Museum visit,1,1,0,2,positive
Kelaniya Raja Maha Vihara,Photography,6,1,8,15,neutral
Kelaniya Raja Maha Vihara,Pilgrimage,5,1,8,14,neutral
Kelaniya Raja Maha Vihara,Rafting,0,0,1,1,neutral
Kelaniya Raja Maha Vihara,Relaxing,18,0,9,27,positive
Kelaniya Raja Maha Vihara,Religious visit,32,1,143,176,neutral
Kelaniya Raja Maha Vihara,Ruins exploration,0,0,1,1,neutral
Kelaniya Raja Maha Vihara,Shopping,1,0,2,3,neutral
Kelaniya Raja Maha Vihara,Souvenir shopping,0,0,2,2,neutral
Kelaniya Raja Maha Vihara,Sunset watching,1,0,0,1,positive
Kelaniya Raja Maha Vihara,Temple visit,255,23,443,721,neutral
Kelaniya Raja Maha Vihara,Waterfall visit,1,0,0,1,positive
Kiri Vehera,Meditation,1,0,1,2,positive
Kiri Vehera,Pilgrimage,0,0,10,10,neutral
Kiri Vehera,Relaxing,3,0,0,3,positive
Kiri Vehera,Religious visit,2,0,5,7,neutral
Kiri Vehera,Shopping,0,0,1,1,neutral
Kiri Vehera,Temple visit,2,1,1,4,positive
Kirinda Viharaya,Beach walking,0,0,1,1,neutral
Kirinda Viharaya,Diving,1,0,0,1,positive
Kirinda Viharaya,Fishing,0,0,1,1,neutral
Kirinda Viharaya,Pilgrimage,1,0,3,4,neutral
Kirinda Viharaya,Relaxing,1,0,1,2,positive
Kirinda Viharaya,Religious visit,1,0,4,5,neutral
Kirinda Viharaya,Safari,0,0,1,1,neutral
Kirinda Viharaya,Sea bathing,0,0,1,1,neutral
Kirinda Viharaya,Sunset watching,1,0,0,1,positive
Kirinda Viharaya,Swimming,0,2,3,5,neutral
Kirinda Viharaya,Temple visit,36,1,25,62,positive
Knuckles Mountain Range,Bird watching,3,0,0,3,positive
Knuckles Mountain Range,Boat ride,0,0,2,2,neutral
Knuckles Mountain Range,Camping,27,0,25,52,positive
Knuckles Mountain Range,Cycling,1,0,0,1,positive
Knuckles Mountain Range,Fishing,0,0,1,1,neutral
Knuckles Mountain Range,Heritage exploration,0,0,7,7,neutral
Knuckles Mountain Range,Hiking,59,2,58,119,positive
Knuckles Mountain Range,Local food tasting,1,0,0,1,positive
Knuckles Mountain Range,Meditation,0,0,1,1,neutral
Knuckles Mountain Range,Mountain climbing,1,0,0,1,positive
Knuckles Mountain Range,Photography,9,0,12,21,neutral
Knuckles Mountain Range,Picnic,0,0,3,3,neutral
Knuckles Mountain Range,Relaxing,6,0,6,12,positive
Knuckles Mountain Range,Rock climbing,1,0,0,1,positive
Knuckles Mountain Range,Ruins exploration,0,0,1,1,neutral
Knuckles Mountain Range,Scenic drive,3,0,0,3,positive
Knuckles Mountain Range,Shopping,1,0,0,1,positive
Knuckles Mountain Range,Snorkelling,1,0,0,1,positive
Knuckles Mountain Range,Souvenir shopping,1,0,0,1,positive
Knuckles Mountain Range,Sunrise watching,3,0,1,4,positive
Knuckles Mountain Range,Sunset watching,1,0,0,1,positive
Knuckles Mountain Range,Swimming,4,0,3,7,positive
Knuckles Mountain Range,Train ride,1,0,1,2,positive
Knuckles Mountain Range,Trekking,60,5,73,138,neutral
Knuckles Mountain Range,Viewpoint visit,5,0,4,9,positive
Knuckles Mountain Range,Village tour,0,0,1,1,neutral
Knuckles Mountain Range,Waterfall visit,12,0,9,21,positive
Knuckles Mountain Range,Wildlife watching,0,0,1,1,neutral
Koggala Lake,Ayurveda wellness,0,0,1,1,neutral
Koggala Lake,Bird watching,0,0,1,1,neutral
Koggala Lake,Boat ride,29,4,32,65,neutral
Koggala Lake,Boat safari,2,0,4,6,neutral
Koggala Lake,Camping,0,0,1,1,neutral
Koggala Lake,Fishing,0,0,1,1,neutral
Koggala Lake,Hiking,0,0,1,1,neutral
Koggala Lake,Leopard watching,0,0,1,1,neutral
Koggala Lake,Meditation,1,0,0,1,positive
Koggala Lake,Photography,2,2,2,6,positive
Koggala Lake,Relaxing,15,0,1,16,positive
Koggala Lake,Religious visit,0,0,1,1,neutral
Koggala Lake,Safari,5,0,6,11,neutral
Koggala Lake,Shopping,1,0,3,4,neutral
Koggala Lake,Sightseeing,1,0,0,1,positive
Koggala Lake,Spa treatment,6,0,13,19,neutral
Koggala Lake,Sunrise watching,1,0,0,1,positive
Koggala Lake,Sunset watching,2,0,2,4,positive
Koggala Lake,Surfing,2,0,0,2,positive
Koggala Lake,Swimming,1,0,2,3,neutral
Koggala Lake,Tea plantation visit,0,0,1,1,neutral
Koggala Lake,Tea tasting,0,0,1,1,neutral
Koggala Lake,Temple visit,9,0,9,18,positive
Kosgoda Sea Turtle Conservation Project,Boat ride,0,0,2,2,neutral
Kosgoda Sea Turtle Conservation Project,Cycling,2,0,5,7,neutral
Kosgoda Sea Turtle Conservation Project,Fishing,2,0,10,12,neutral
Kosgoda Sea Turtle Conservation Project,Fort visit,0,0,1,1,neutral
Kosgoda Sea Turtle Conservation Project,Photography,7,2,23,32,neutral
Kosgoda Sea Turtle Conservation Project,Relaxing,4,0,2,6,positive
Kosgoda Sea Turtle Conservation Project,Safari,1,0,0,1,positive
Kosgoda Sea Turtle Conservation Project,Scenic drive,0,0,1,1,neutral
Kosgoda Sea Turtle Conservation Project,Shopping,11,1,9,21,positive
Kosgoda Sea Turtle Conservation Project,Souvenir shopping,6,1,3,10,positive
Kosgoda Sea Turtle Conservation Project,Sunset watching,12,0,15,27,neutral
Kosgoda Sea Turtle Conservation Project,Swimming,5,1,12,18,neutral
Kosgoda Sea Turtle Conservation Project,Turtle watching,10,1,9,20,positive
Kosgoda Sea Turtle Conservation Project,Waterfall visit,1,0,0,1,positive
Kumana National Park,Bird watching,6,0,8,14,neutral
Kumana National Park,Camping,13,0,11,24,positive
Kumana National Park,Elephant watching,1,0,2,3,neutral
Kumana National Park,Jeep safari,2,0,8,10,neutral
Kumana National Park,Leopard watching,0,0,1,1,neutral
Kumana National Park,Photography,1,0,2,3,neutral
Kumana National Park,Pilgrimage,0,0,4,4,neutral
Kumana National Park,Relaxing,0,0,2,2,neutral
Kumana National Park,Ruins exploration,0,1,0,1,negative
Kumana National Park,Safari,32,4,42,78,neutral
Kumana National Park,Scenic drive,2,0,0,2,positive
Kumana National Park,Surfing,2,0,2,4,positive
Kumana National Park,Swimming,2,0,0,2,positive
Kumana National Park,Temple visit,0,0,2,2,neutral
Kumana National Park,Viewpoint visit,2,0,0,2,positive
Kumana National Park,Wildlife watching,2,0,0,2,positive
Laxapana Falls,Camping,1,0,0,1,positive
Laxapana Falls,Photography,2,0,1,3,positive
Laxapana Falls,Picnic,0,0,1,1,neutral
Laxapana Falls,Shopping,0,1,3,4,neutral
Laxapana Falls,Swimming,0,0,2,2,neutral
Laxapana Falls,Viewpoint visit,1,0,0,1,positive
Laxapana Falls,Waterfall visit,18,2,29,49,neutral
Lipton’s Seat,Hiking,28,0,33,61,neutral
Lipton’s Seat,Jeep safari,0,0,1,1,neutral
Lipton’s Seat,Photography,30,3,27,60,positive
Lipton’s Seat,Picnic,1,0,1,2,positive
Lipton’s Seat,Relaxing,6,0,2,8,positive
Lipton’s Seat,Ruins exploration,1,0,0,1,positive
Lipton’s Seat,Safari,2,0,2,4,positive
Lipton’s Seat,Scenic drive,10,1,1,12,positive
Lipton’s Seat,Shopping,13,1,21,35,neutral
Lipton’s Seat,Sunrise watching,43,1,31,75,positive
Lipton’s Seat,Sunset watching,3,0,1,4,positive
Lipton’s Seat,Tea factory visit,44,2,61,107,neutral
Lipton’s Seat,Tea plantation visit,19,0,16,35,positive
Lipton’s Seat,Tea tasting,0,0,2,2,neutral
Lipton’s Seat,Temple visit,1,0,0,1,positive
Lipton’s Seat,Train ride,3,0,3,6,positive
Lipton’s Seat,Trekking,8,0,5,13,positive
Lipton’s Seat,Viewpoint visit,44,1,25,70,positive
Little Adam's Peak View Point,Abseiling,1,0,1,2,positive
Little Adam's Peak View Point,Ayurveda wellness,1,0,0,1,positive
Little Adam's Peak View Point,Bird watching,0,0,1,1,neutral
Little Adam's Peak View Point,Camping,0,0,1,1,neutral
Little Adam's Peak View Point,Diving,0,0,1,1,neutral
Little Adam's Peak View Point,Heritage exploration,1,0,0,1,positive
Little Adam's Peak View Point,Hiking,252,19,158,429,positive
Little Adam's Peak View Point,Jeep safari,0,0,1,1,neutral
Little Adam's Peak View Point,Meditation,0,0,2,2,neutral
Little Adam's Peak View Point,Mountain biking,0,1,0,1,negative
Little Adam's Peak View Point,Mountain climbing,1,1,1,3,positive
Little Adam's Peak View Point,Photography,56,0,35,91,positive
Little Adam's Peak View Point,Picnic,1,0,0,1,positive
Little Adam's Peak View Point,Pilgrimage,0,0,1,1,neutral
Little Adam's Peak View Point,Relaxing,12,0,3,15,positive
Little Adam's Peak View Point,Religious visit,3,0,1,4,positive
Little Adam's Peak View Point,Rock climbing,0,0,1,1,neutral
Little Adam's Peak View Point,Ruins exploration,2,0,3,5,neutral
Little Adam's Peak View Point,Shopping,0,0,2,2,neutral
Little Adam's Peak View Point,Sightseeing,1,0,1,2,positive
Little Adam's Peak View Point,Souvenir shopping,1,0,2,3,neutral
Little Adam's Peak View Point,Spa treatment,2,0,6,8,neutral
Little Adam's Peak View Point,Sunrise watching,67,4,43,114,positive
Little Adam's Peak View Point,Sunset watching,39,1,18,58,positive
Little Adam's Peak View Point,Swimming,0,1,1,2,negative
Little Adam's Peak View Point,Tea factory visit,1,0,0,1,positive
Little Adam's Peak View Point,Tea plantation visit,4,2,5,11,neutral
Little Adam's Peak View Point,Temple visit,1,0,4,5,neutral
Little Adam's Peak View Point,Trekking,32,4,26,62,positive
Little Adam's Peak View Point,Viewpoint visit,16,2,8,26,positive
Little Adam's Peak View Point,Walking trail,1,0,0,1,positive
Little Adam's Peak View Point,Waterfall visit,4,0,4,8,positive
Little Adam's Peak View Point,Yoga,2,0,0,2,positive
Little Adam's Peak View Point,Ziplining,42,3,68,113,neutral
Lovamahapaya Brazen Palace,Ancient city visit,0,0,3,3,neutral
Lovamahapaya Brazen Palace,Heritage exploration,1,0,0,1,positive
Lovamahapaya Brazen Palace,Photography,1,1,3,5,neutral
Lovamahapaya Brazen Palace,Religious visit,0,0,2,2,neutral
Lovamahapaya Brazen Palace,Ruins exploration,0,0,1,1,neutral
Lovamahapaya Brazen Palace,Temple visit,0,0,1,1,neutral
Lover's Leap Falls,Cycling,0,0,3,3,neutral
Lover's Leap Falls,Hiking,56,4,35,95,positive
Lover's Leap Falls,Mountain climbing,0,0,1,1,neutral
Lover's Leap Falls,Photography,28,2,8,38,positive
Lover's Leap Falls,Picnic,3,0,1,4,positive
Lover's Leap Falls,Relaxing,10,1,2,13,positive
Lover's Leap Falls,Religious visit,0,0,1,1,neutral
Lover's Leap Falls,Shopping,0,0,2,2,neutral
Lover's Leap Falls,Sightseeing,1,0,0,1,positive
Lover's Leap Falls,Sunset watching,0,0,1,1,neutral
Lover's Leap Falls,Swimming,1,2,2,5,negative
Lover's Leap Falls,Tea factory visit,16,2,12,30,positive
Lover's Leap Falls,Tea plantation visit,15,2,9,26,positive
Lover's Leap Falls,Temple visit,1,1,0,2,positive
Lover's Leap Falls,Train ride,0,0,1,1,neutral
Lover's Leap Falls,Trekking,16,2,13,31,positive
Lover's Leap Falls,Viewpoint visit,1,1,1,3,positive
Lover's Leap Falls,Waterfall visit,256,37,288,581,neutral
Lunugamvehera National Park,Bird watching,0,0,1,1,neutral
Lunugamvehera National Park,Elephant watching,0,0,2,2,neutral
Lunugamvehera National Park,Jeep safari,2,1,4,7,neutral
Lunugamvehera National Park,Leopard watching,0,0,1,1,neutral
Lunugamvehera National Park,Photography,2,0,0,2,positive
Lunugamvehera National Park,Relaxing,2,0,0,2,positive
Lunugamvehera National Park,Safari,13,2,22,37,neutral
Lunugamvehera National Park,Scenic drive,0,0,1,1,neutral
Lunugamvehera National Park,Spa treatment,1,0,0,1,positive
Lunugamvehera National Park,Wildlife watching,1,0,1,2,positive
Madu River Safari by Buddhi,Bird watching,0,1,0,1,negative
Madu River Safari by Buddhi,Boat ride,160,12,134,306,positive
Madu River Safari by Buddhi,Boat safari,24,0,40,64,neutral
Madu River Safari by Buddhi,Camping,0,0,3,3,neutral
Madu River Safari by Buddhi,Canoeing,1,2,6,9,neutral
Madu River Safari by Buddhi,Diving,2,0,1,3,positive
Madu River Safari by Buddhi,Fishing,8,0,14,22,neutral
Madu River Safari by Buddhi,Fort visit,1,0,0,1,positive
Madu River Safari by Buddhi,Kayaking,1,0,0,1,positive
Madu River Safari by Buddhi,Lagoon visit,1,0,1,2,positive
Madu River Safari by Buddhi,Meditation,0,0,1,1,neutral
