place,sentence,true_best_time,true_crowd_level,true_cost_level,system_best_time,system_crowd_level,system_cost_level,system_time_of_day,system_season,system_day_type,system_crowd_ordinal,system_crowd_label,system_cost_band,system_amount_lkr,true_time_of_day,true_season,true_day_type,true_crowd_ordinal,true_cost_band,true_amount_lkr,notes
Galle_Dutch_Fort,"Make sure you walk early in the morning, or later afternoon for sunset.",1,0,0,1,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Pidurangala_Rock,We went up late afternoon for the sunset.,1,0,0,1,0,0,EVENING,,,,,,,EVENING,NOT_STATED,NOT_STATED,,,,
Minneriya_National_Park,"The rainy season begins at the end of October, but you can still see animals in the park.",1,0,0,1,0,0,,MONSOON,,,,,,EVENING,MONSOON,NOT_STATED,,,,
Kandy_Lake,"Crowded through the day, parking can get difficult",0,1,0,1,1,0,,,,5,PACKED,,,,,,5,,,
Sigiriya_Lion_Rock,Go early to avoid queues and heat.,1,0,0,1,1,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Hiriketiya_Beach,Go early morning to avoid the crowd.,1,1,0,1,1,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,1,,,
Bopath_Ella_Bopath_Falls,Beautiful falls and safe bathing.,0,0,0,0,0,0,,,,,,,,,,,,,,
Gangaramaya_Temple,You can get great photos.,0,0,0,0,0,0,,,,,,,,,,,,,,
Aberdeen_Falls,Falls is safe but be super careful at the edge of the sand bank that extends to right underneath the falls.,0,0,0,0,0,0,,,,,,,,,,,,,,
Horton_Plains_National_Park,you need to leave at 5am.,1,0,0,0,0,0,EARLY_MORNING,,,,,,,NOT_STATED,NOT_STATED,NOT_STATED,,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,You can get a refreshing shower under the falls if you like.,0,0,0,0,0,0,,,,,,,,,,,,,,
Victoria_Park_of_Nuwara_Eliya,Should be way different in the April season.,1,0,0,0,0,0,,DRY_SEASON,,,,,,NOT_STATED,DRY_SEASON,NOT_STATED,,,,
Sri_Pada_Adam_s_PeakUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,"We didn't do the early morning climb to see the sunrise, so when we climbed saw a few tourists returning but otherwise only saw locals.",1,1,0,0,1,0,EARLY_MORNING,,,,,,,EARLY_MORNING,DRY_SEASON,NOT_STATED,1,,,
Jaya_Sri_Maha_Bodhi,Perhaps you can avoid Sundays to have a more peaceful visit.I would also recommend using the guide - Asoka - who gave us an excellent introduction and crash course to Buddhism and the Bo tree (perhaps one of the reasons why we enjoyed visiting this Tree).,1,0,0,0,1,0,,,,2,QUIET,,,NOT_STATED,NOT_STATED,NOT_STATED,,,,
Jaffna_Public_Library,Close on public holidays and Poya days.,1,0,0,0,1,0,,,PUBLIC_HOLIDAY,,,,,NOT_STATED,NOT_STATED,NOT_STATED,,,,
Popham_s_Arboretum,In the morning time there are lots of birds that fly through.,0,0,0,0,0,0,MID_MORNING,,,,,,,,,,,,,
Mihintale,Avoid poya days and public holidays as its going to be packed with local travelers.,1,0,0,0,1,0,,,WEEKDAY,5,PACKED,,,NOT_STATED,NOT_STATED,NOT_STATED,,,,
Koggala_Lake,Best time to travel is after 4pm.,1,0,0,0,1,0,EVENING,,,,,,,EVENING,NOT_STATED,NOT_STATED,,,,
Muthurajawela_Marsh,We saw plenty but apparently early mornings is the prime time.,1,0,0,0,1,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Sri_Pada_Adam_s_PeakUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,This could be before the skies open up for afternoon rain.,0,0,0,0,1,0,AFTERNOON,,,,,,,,,,,,,
Turtle_Conservation_Project_Turtle_Watch,Be prepared for a long night and a fairly long walk along the beach.,0,0,0,0,0,0,NIGHT,,,,,,,,,,,,,
Passikudah_Beach,A small issue during the warm months of may to august is the threat of jelly fish from time to time.,1,0,0,0,0,0,,MONSOON,,,,,,NOT_STATED,NOT_STATED,NOT_STATED,,,,
Polhena_Beach,The beach is full of crowd in the week ends.,0,1,0,0,0,0,,,,,,,,,,,4,,,
Galle_Fort_Lighthouse,Best option for photo.,0,0,0,0,0,0,,,,,,,,,,,,,,
Sri_Pada_Adam_s_PeakUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,"It was only by following our guide 'off piste' that we had managed to reach the peak at all, the amount of people trying to come up the normal path had to be seen to be believed - please AVOID WEEKENDS at all costs.",1,0,0,0,0,0,,,WEEKDAY,,,,,NOT_STATED,NOT_STATED,WEEKDAY,,,,
Lipton_s_Seat,A low relates to the fact that the weather was appalling on the day we went to the top by tuk tuk.,0,0,0,0,0,0,,,,,,,,,,,,,,
Mirissa_Beach,"Not so crowded with tourists, but still there are plenty of bars and restaurants on the beach so no need to move entire day, you can just sit and relax entire day .",0,1,0,0,1,0,,,,2,QUIET,,,,,,2,,,
Goyambokka_Beach,"However, the waves are very powerful, throwing swimmers in all directions, creating a potentially dangerous situation.",0,0,0,0,0,0,,,,,,,,,,,,,,
Pidurangala_Rock,"If you do climb for sunset, make sure you have a torch for the way down as it gets dark very quickly.",0,0,0,0,0,0,EVENING,,,,,,,,,,,,,
Little_Adam_s_Peak_View_Point,"It gets hot, so take water from the main town before you go.",0,0,0,0,0,0,,,,,,,,,,,,,,
Negombo_Fish_MarketUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,Sunday is closed.,0,0,0,0,0,0,,,,,,,,,,,,,,
Pidurangala_Rock,Better to visit morning or evening,1,0,0,0,0,0,MID_MORNING,,,,,,,MID_MORNING,NOT_STATED,NOT_STATED,,,,
Passikudah_Beach,The sea is warm and slopes gently.,0,0,0,0,0,0,,,,,,,,,,,,,,
Madu_River_Safari_by_Buddhi,!Oh - last thing - don’t do this if it is going to rain unless you don’t mind getting drenched.,0,0,0,0,0,0,,,,,,,,,,,,,,
Lipton_s_Seat,"Visit this place early in the morning, you can spend the day till evening with bit cold climate.",1,0,0,0,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Kiri_Vehera,We been there on poya day was not to crowded.,0,1,0,0,1,0,,,WEEKDAY,2,QUIET,,,,,,3,,,
Sigiriya_Lion_Rock,Visit this place early to enjoy the dawn and sunrise.,1,0,0,0,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Ambuluwawa_Tower,"Check Google to see how busy it is if it’s busy do not waste your time, there is no regulations on the extremely narrow tower going all the way up no one waits everyone pushes past eachother and it’s lethal the views are incredible but unfortunately we went in a public holiday which we didn’t realise and it was extremely busy if you can go when it’s quieter I’m sure it’s fantastic!",0,1,0,0,0,0,,,WEEKDAY,2,QUIET,,,,,,2,,,
Ruwanweli_Maha_Seya,It can be hot in day time.,1,0,0,0,0,0,,,,,,,,EVENING,NOT_STATED,NOT_STATED,,,,
Sri_Pada_Adam_s_PeakUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,- Walking up Adams Peak we were boiling but I would deffinatley recommend bringing warm clothes for the top!,0,0,0,0,0,0,,,,,,,,,,,,,,
Little_Adam_s_Peak_View_Point,We did the sunrise hike and it was worth getting up early for.,0,0,0,0,0,0,EARLY_MORNING,,,,,,,,,,,,,
Bentota_Beach,I'm not a huge fan of swimming in large bodies of water because I live in Egypt & the Mediterranean is really cold with rough waves.,0,0,0,0,0,0,,,,,,,,,,,,,,
Bambarakanda_FallsUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,Make sure you take a shower from the water fall.,0,0,0,0,0,0,,,,,,,,,,,,,,
Horton_Plains_National_Park,Well worth getting up early .,0,0,0,0,0,0,,,,,,,,,,,,,,
Arugam_Bay,The sunrise in morning give a nice view.,1,0,0,0,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Knuckles_Mountain_Range,Avoid extreme weather unless you feel you want to take a challenge.,0,0,0,0,0,0,,,,,,,,,,,,,,
Diyatha_Uyana,the place is relaxing but gets crowded in weekends and fridays mostly.,0,1,0,0,1,0,,,WEEKEND,5,PACKED,,,,,,4,,,
Mihintale,Fewer tourists than at Anuradhapura sites.,0,1,0,0,1,0,,,,,,,,,,,3,,,
Kumana_National_Park,Birds season ends in August.,1,0,0,0,0,0,,MONSOON,,,,,,NOT_STATED,NOT_STATED,NOT_STATED,,,,
Horton_Plains_National_Park,"We set out early in the morning and completed the trek to World’s End and Baker’s Falls, which provided great exercise in the crisp, brisk air.",0,0,0,0,0,0,EARLY_MORNING,,,,,,,,,,,,,
Jungle_Beach,A busy weekend visit.,0,1,0,0,1,0,,,WEEKEND,4,BUSY,,,,,,4,,,
Jaya_Sri_Maha_Bodhi,"Don't forget to pack a pair of old socks because you have to take off your shoes, and the ground is hot.",0,0,0,0,0,0,,,,,,,,,,,,,,
Bopath_Ella_Bopath_Falls,"most of the time local visitors love to come and visit the fall, but sudden increase in water level can be a dangerous situation.",0,0,0,0,0,0,,,,,,,,,,,,,,
Horton_Plains_National_Park,"We went on the hike, as many people do, early in the morning (6.30).",1,0,0,0,0,0,EARLY_MORNING,,,4,BUSY,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Horton_Plains_National_Park,"The only drawback is that you have to get up very early (4:30 a.m.) to admire the sunrise and avoid the extreme heat.The hike is magnificent, around 10 km with varied elevations.",1,0,0,0,0,0,EARLY_MORNING,,,,,,,EARLY_MORNING,NOT_STATED,NOT_STATED,,,,
Lover_s_Leap_Falls,There was no much water in the fall during June 2019.,1,0,0,0,0,0,,MONSOON,,,,,,NOT_STATED,MONSOON,NOT_STATED,,,,
Dambulla_Cave_Temple,The caves at Dambulla blew us away!We very nearly missed them as we didn’t wish to stay in Dambulla.,0,0,0,0,1,0,,,,,,,,,,,,,,
Passikudah_Beach,The beach is not too crowded giving you enough place to walk around or pick a quiet spot.,0,1,0,0,1,0,,,,2,QUIET,,,,,,3,,,
Galle_Face_Green,"There wer also some nightly entertainment in the open areas etc.Both my wife and I got to meet some of the locals and enjoyed our time, we were somewhat saddened to leave on our next part of our journey.",0,0,0,0,1,0,,,,,,,,,,,,,,
Ruwanweli_Maha_Seya,even though the place is crowded in the morning or evening you can find a quiet place in that large samaluwa(area around the saya).,0,1,0,0,1,0,MID_MORNING,,,5,PACKED,,,,,,3,,,
Galway_s_Land_National_Park,"We headed in and realised pretty quickly we were the only ones there - and I'm not just talking about tourists, the wildlife seemed to be avoiding the place too!",0,0,0,0,1,0,,,,,,,,,,,,,,
Mount_Lavinia_Beach,There is no bothersome crowd and you can be alone with your thoughts.,0,1,0,0,1,0,,,,,,,,,,,2,,,
Temple_of_the_Sacred_Tooth_Relic,Very busy with lots of people queuing.,0,1,0,0,1,0,,,,4,BUSY,,,,,,4,,,
Nine_Arches_BridgeSomeone_from_this_business_manages_the_listing,It’s was very crowded as expected but it was worth the visit.,0,1,0,0,1,0,,,,5,PACKED,MODERATE,,,,,5,,,
Sinharaja_Forest_Reserve,"When we arrived at the waterfall, I was expecting to a big one but it's not.",0,0,0,0,1,0,,,,,,,,,,,,,,
Turtle_Conservation_Project_Turtle_Watch,It takes many hours of waiting .,0,1,0,0,1,0,,,,,,,,,,,3,,,
Viharamahadevi_Park,IT gets quiet on weeknights but busy on weekend nights,1,1,0,1,1,0,,,WEEKEND,4,BUSY,,,NIGHT,NOT_STATED,WEEKDAY,4,,,
Kaudulla_National_Park,There was a bit of a queue to go in but it wasn't too bad.,0,1,0,0,1,0,,,,,,,,,,,3,,,
Mount_Lavinia_Beach,This is very crowded during the holiday and weekend mornings.,1,1,0,1,1,0,,,WEEKEND,5,PACKED,,,NOT_STATED,NOT_STATED,WEEKEND,5,,,
Gregory_Lake,"Very peaceful, not much activity in the area.",0,1,0,0,1,0,,,,2,QUIET,LOW,,,,,2,,,
Dambulla_Cave_Temple,In spite of the large numbers of people the site remains tranquil.,0,1,0,0,1,0,,,,,,,,,,,4,,,
Pettah,Extremely crowded.,0,1,0,0,1,0,,,,5,PACKED,,,,,,5,,,
Royal_Botanical_Gardens,Beautiful tranquility in busy Kandy.,0,1,0,0,1,0,,,,4,BUSY,,,,,,4,,,
Galle_Dutch_Fort,When we went it was very quiet - we were able to practice social distancing with some ease.,0,1,0,0,1,0,,,,2,QUIET,,,,,,2,,,
Knuckles_Mountain_Range,"It is a beautiful mountain landscape, with no one around.",0,1,0,0,1,0,,,,1,EMPTY,,,,,,1,,,
Ancient_City_of_Polonnaruwa,The site is huge and you might not manage to see it all.,0,0,0,0,1,0,,,,,,,,,,,,,,
Abhayagiri_Dagaba,Loved the place walked around without much people around.,0,1,0,0,1,0,,,,,,,,,,,2,,,
Abhayagiri_Dagaba,The place was deserted when we visited in the evening.,0,1,0,0,1,0,EVENING,,,1,EMPTY,,,,,,2,,,
Lover_s_Leap_Falls,one can get really close to the waterfall as against others which needs to be viewed from far.,0,0,0,0,1,0,,,,,,,,,,,,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,The waterfall is super fine but there is nothing much to see other than that.,0,0,0,0,1,0,,,,,,,,,,,,,,
Yapahuwa_Rock_Fortress,20 000LKR entry and we were the only tourists there (and somewhat a novelty for the locals who wanted photos taken with us).,0,0,1,0,1,0,,,,,,FREE,0,,,,,VERY_HIGH,20 000,
Udawalawe_National_Park,No side hustle trips to spice gardens or other places which we greatly appreciated.,0,0,0,0,1,0,,,,,,,,,,,,,,
Sinharaja_Forest_Reserve,The waterfall was the highlight for me as we didn't see a huge amount of wildlife.,0,0,0,0,1,0,,,,,,,,,,,,,,
Nine_Arches_BridgeSomeone_from_this_business_manages_the_listing,It was crowded and there are vendors.,0,1,0,0,1,0,,,,5,PACKED,,,,,,5,,,
Ceylon_Tea_Museum,"It was very quiet when we went at 1pm, only a handful of visitors, but beware, the museum closes earlier than other Kandian site (3pm that day I think).",0,1,0,0,1,0,EARLY_MORNING,,,2,QUIET,,,,,,2,,,
Kataragama_Temple,I am sure that the same expectations were with the others who had being in the queue for hours.,0,1,0,0,1,0,,,,,,,,,,,3,,,
Jaya_Sri_Maha_Bodhi,You hardly see any tourists.,0,1,0,1,1,0,,,,,,,,,,,1,,,
Kanniya_Hot_Springs,Visited on a public holiday so it was crowded.,1,1,0,1,1,0,,,PUBLIC_HOLIDAY,5,PACKED,,,NOT_STATED,NOT_STATED,PUBLIC_HOLIDAY,5,,,
Kelaniya_Raja_Maha_Vihara,This has large no of devotees.,0,1,0,0,1,0,,,,,,,,,,,1,,,
Horton_Plains_National_Park,"Lovely waterfall, however it was too foggy to view the world’s end.",0,0,0,0,1,0,,,,,,,,,,,,,,
Minneriya_National_Park,At the entrance you find a number of jeeps waiting.,0,0,0,0,1,0,,,,,,,,,,,,,,
Dalawella_Beach,"The tranquil atmosphere was a refreshing escape from the hustle and bustle, making it perfect for long, leisurely walks or simply unwinding under the",0,0,0,0,1,0,,,,,,,,,,,,,,
Mount_Lavinia_Beach,"beach is quiet dirty and no one to clean it up, local people camping along the beach and throw their trash into the ocean.",0,0,0,0,1,0,,,,2,QUIET,,,,,,,,,
Kanniya_Hot_Springs,Too much of a crowd and unprotected steps.,0,1,0,0,1,0,,,,5,PACKED,HIGH,,,,,5,,,
Jungle_Beach,"Overcrowed, dirty, smelly & full of trash!.",0,1,0,0,1,0,,,,,,,,,,,5,,,
Knuckles_Mountain_Range,Door to door was about 12 hours.,0,0,0,0,1,0,,,,,,,,,,,,,,
Independence_Memorial_Hall,There is nothing much to say about this building.,0,0,0,0,1,0,,,,,,,,,,,,,,
Nine_Arches_BridgeSomeone_from_this_business_manages_the_listing,Then we visited a waterfall and lots more.,0,0,0,0,1,0,,,,,,,,,,,,,,
Mount_Lavinia_Beach,The ocean here is quite rough but no crowds and hence a great place to visit.,0,1,0,0,1,0,,,,,,,,,,,2,,,
Ceylon_Tea_Museum,There were also no snacks.,0,0,0,0,1,0,,,,,,,,,,,,,,
Dutch_Hospital_Shopping_Precinct,We visited in the evening and although busy it was never frenetic and all the restaurants and shops looked inviting.,0,1,0,0,1,0,EVENING,,,4,BUSY,,,,,,4,,,
Nilaveli_Beach,"frankly more garbage than usual, there are few people.",0,1,0,0,1,0,,,,,,,,,,,2,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,Unfortunately the water level was low so there wasn’t a large water falls as one would have expected to see.,0,0,0,0,1,0,,,,,,,,,,,,,,
Diyaluma_Falls,"There's quite some people, but it's not overly crowded.",0,1,0,0,1,0,,,,2,QUIET,,,,,,3,,,
St_Mary_s_Church,It was a nice to visit and it is very quiet and not crowded.,0,1,0,0,1,0,,,,2,QUIET,,,,,,2,,,
Ritigala_Forest_Monastery,"There are few other visitors, wonderfully quiet!",0,1,0,1,1,0,,,,2,QUIET,,,,,,2,,,
Mirissa_Beach,We visited in April 2018 and found it not too busy at all.,0,1,0,0,1,0,,DRY_SEASON,,2,QUIET,,,,,,2,,,
Gregory_Lake,Tranquillity!!!.,0,0,0,0,0,0,,,,,,,,,,,,,,
Negombo_BeachUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,"Like countless others we stayed here for its convenience to the airport but as either a welcome or a goodbye, it badly tarnishes such a beautiful country.",0,0,0,0,0,0,,,,,,,,,,,,,,
Little_Adam_s_Peak_View_Point,It took about 45mins to get to the top and the same returning.,0,0,0,0,0,0,,,,,,,,,,,,,,
Pettah,"Absolutely packed and full of locals, which is always a good sign.",0,1,0,0,0,0,,,,5,PACKED,,,,,,5,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,There is a waterfall above this one too.,0,0,0,0,0,0,,,,,,,,,,,,,,
Lover_s_Leap_Falls,This waterfall is a bit overrated.,0,0,0,0,0,0,,,,,,,,,,,,,,
St_Anthony_s_Shrine,Kids and we love to visit but too crowded.,0,1,0,0,0,0,,,,5,PACKED,,,,,,5,,,
Hakgala_Botanic_Gardens,Not a place to visit.,0,0,0,0,0,0,,,,,,,,,,,,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,"Well, really is is a smallish waterfall with a sort of ""plunge pool"" at its base, full of westerners.",0,0,0,0,0,0,,,,,,,,,,,,,,
Pettah,It's always busy/bustling day and night.,0,1,0,0,0,0,NIGHT,,,4,BUSY,,,,,,4,,,
Pidurangala_Rock,Difficult roads lead to amazing places.,0,0,0,0,0,0,,,,,,,,,,,,,,
Sigiriya_Lion_Rock,Our visit was a little affected by the sometimes pouring rain that accompanied us the entire time.,0,0,0,0,0,0,,,,,,,,,,,,,,
Jungle_Beach,"I can however imagine this place gets very busy after around 9:00am, we left when others started to arrive.",1,1,0,0,1,0,,,,4,BUSY,,,NOT_STATED,NOT_STATED,NOT_STATED,4,,,
Ritigala_Forest_Monastery,"Eventhou we came during the rainy season, no water in the creek, so no waterfalls.",0,0,0,0,0,0,,MONSOON,,,,,,,,,,,,
Single_Tree_Hill,The rooms were lacking comfort.,0,0,0,0,0,0,,,,,,,,,,,,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,The Falls were magnificent.,0,0,0,0,0,0,,,,,,,,,,,,,,
Udawalawe_National_Park,The drive through the park took four hours.,0,0,0,0,0,0,,,,,,,,,,,,,,
Sri_Pada_Adam_s_PeakUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,Best to climb up on a weekday and avoid weekends/long weekends to avoid the crowds.,1,1,0,1,1,0,,,WEEKDAY,,,,,NOT_STATED,NOT_STATED,WEEKDAY,1,,,
Hurulu_Eco_Park,We were there over the christmas holidays so probably much busier than usual.,0,1,0,0,0,0,,,,,,,,,,,3,,,
Jami_Ul-Alfar_Mosque,I didn't feel comfortable taking pictures but I did went inside to look around.,0,0,0,0,0,0,,,,,,,,,,,,,,
Turtle_Conservation_Project_Turtle_Watch,Yes there are a lot of people and at times it can feel a little disorganized.,0,1,0,0,0,0,,,,4,BUSY,,,,,,3,,,
Sri_Pada_Adam_s_PeakUnclaimedIf_you_own_this_business_claim_it_for_free_now_to_update_business_info_respond_to_reviews_and_more_Claim_this_listing,Don’t go in weekend.,1,0,0,0,1,0,,,WEEKDAY,,,,,NOT_STATED,NOT_STATED,WEEKDAY,,,,
Kataragama_Temple,Crowded but a Must Visit to See It.,0,1,0,0,0,0,,,,5,PACKED,,,,,,5,,,
Jaffna_Public_Library,Very popular with the public.,0,1,0,0,0,0,,,,,,,,,,,1,,,
Mulgirigala_Raja_Maha_Vihara,Because we did not visit Sigirya and Dambulla we went here and thought is was wonderful..,0,0,0,0,0,0,,,,,,,,,,,,,,
Pitawala_Pathana,"Aparently there are also two small waterfalls, which we didn't know of as we didn't do much research before getting here and the markers were placed only for the trail up to the mini world's end.",0,0,0,0,0,0,,,,,,,,,,,,,,
Aberdeen_Falls,The best waterfall i've been to.,0,0,0,0,0,0,,,,,,,,,,,,,,
Madu_River_Safari_by_Buddhi,We enjoyed it despite all the pollution in the river.,0,0,0,0,0,0,,,,,,,,,,,,,,
Moon_Plains,There is nothing to see in this place other than a herd of domesticated buffalo.,0,0,0,0,0,0,,,,,,,,,,,,,,
Nine_Arches_BridgeSomeone_from_this_business_manages_the_listing,"We were there at around 11am, so I suppose getting there earlier would have meant it was quieter.",0,0,0,0,1,0,EARLY_MORNING,,,,,,,,,,,,,
Sinharaja_Forest_Reserve,We saw number of water falls and had a swim in one of them which was the highlight of the visit.,0,0,0,0,0,0,,,,,,,,,,,,,,
Royal_Botanical_Gardens,I wandered around for 3 hours and could have spent longer there.,0,0,0,0,0,0,,,,,,,,,,,,,,
Dutch_Hospital_Shopping_Precinct,Downturn in Visitors.,0,0,0,0,0,0,,,,,,,,,,,,,,
Dambulla_Cave_Temple,And better avoid in public holidays and weekends as it gets crowded.,1,1,0,1,1,0,,,WEEKDAY,5,PACKED,,,NOT_STATED,NOT_STATED,WEEKDAY,5,,,
Lipton_s_Seat,We didn’t expect much from this visit and we were positively surprised from the view going up to the top!,0,0,0,0,0,0,,,,,,,,,,,,,,
Hiriketiya_Beach,What a shame the locals are acting like this.,0,0,0,0,0,0,,,,,,,,,,,,,,
Diyaluma_Falls,Have to visit waterfalls!.,0,0,0,0,0,0,,,,,,,,,,,,,,
Lover_s_Leap_Falls,"Good waterfalls, but you need to walk around few hundred metres.",0,0,0,0,0,0,,,,,,,,,,,,,,
Wilpattu_National_Park,Around 4 hours of driving from main gate.,0,0,0,0,0,0,,,,,,,,,,,,,,
Dambulla_Cave_Temple,"The caves are pretty spectacular, but it was a bit crowded when we were there.",0,1,0,0,0,0,,,,5,PACKED,,,,,,4,,,
Lunugamvehera_National_Park,"Uncrowded, but fewer animals than its neighbour yala.",0,1,0,0,0,0,,,,,,,,,,,2,,,
Passikudah_Beach,People are super friendly in the area for sure they will not look for opportunities to cheat on guests same as in many tourist destinations.,0,0,0,0,0,0,,,,4,BUSY,,,,,,,,,
Ravana_Ella_FallsSomeone_from_this_business_manages_the_listing,We visited the Falls twice in two weeks it was an amazing experience the second time they had been torrential rain so the waterfall looked amazing,0,0,0,0,0,0,,,,,,,,,,,,,,
Temple_of_the_Sacred_Tooth_Relic,Although the crowds are quite well behaved.,0,1,0,0,0,0,,,,,,,,,,,3,,,
Ruwanweli_Maha_Seya,The crowds were very large on the Sunday that we visited and definitely worth seeing.,1,1,0,0,0,0,,,,,,,,NOT_STATED,NOT_STATED,WEEKDAY,3,,,
Lover_s_Leap_Falls,The fall had little water and hence lacked the beauty that one expects.,0,0,0,0,0,0,,,,,,,,,,,,,,
Yala_National_Park,There must have been 200 jeeps queuing to get into the park.,0,0,0,0,0,1,,,,,,,,,,,,,,
Twin_Baths_Kuttam_Pokuna,No description of the historical importance is available at the site.,0,0,0,0,0,0,,,,,,,,,,,,,,
Lover_s_Leap_Falls,"This used be a nice looking waterfall.but recently they have changed the water path or something and now it just a dry big set of rocks.i visited in April 2018,now someone might have raised their voices and get this problem sorted out.",0,0,0,0,0,0,,DRY_SEASON,,,,,,,,,,,,
Gal_Vihara,"It's a truism that if you overcharge people for something, they put extra value on what they receive.",0,0,0,0,0,1,,,,,,,,,,,,,,
Mulgirigala_Raja_Maha_Vihara,This isn't free.,0,0,0,0,0,1,,,,,,FREE,,,,,,,,
Colombo_National_Museum,Inexpensive entry.,0,0,1,0,0,1,,,,,,LOW,,,,,,LOW,,
Minneriya_National_Park,It was not cheap about $US-00 and with all the jeeps there they made a lot of money that day!.,0,0,1,0,0,1,,,,,,HIGH,,,,,,HIGH,,
Gangaramaya_Temple,On arrival we had to pay a small entrance fee to enter this beautiful temple.,0,0,1,0,0,1,,,,,,LOW,,,,,,LOW,,
Elephant_Transit_Home_ETH,500Rs entry fee helps to buy milk for the elephants.,0,0,1,0,0,1,,,,,,MODERATE,500,,,,,MODERATE,500,
Wewurukannala_Vihara,"As others have noted, the Buddha here is huge, and worth a look (and yes, you'll have to pay- 200 rupees to enter per person, then a donation to enter other buildings.",0,0,1,0,0,1,,,,,,LOW,200,,,,,LOW,200,
Colombo_National_Museum,"For an adult who does not have Sri Lankan citizenship, the entrance fee is LKR1000 which is around SGD7.50.",0,0,1,0,0,1,,,,,,MODERATE,1000,,,,,MODERATE,1000,
Sea_Turtle_Farm_Galle_Mahamodara,It was 2000 Sri Lankan rupees per adult and child over 8.,0,0,1,0,0,1,,,,,,,,,,,,HIGH,2000 ,
Pinnawala_Elephant_Orphanage,I fed the elephants which costs 250 rupees a plate of fruit pieces.,0,0,1,0,0,1,,,,,,LOW,250,,,,,LOW,250,
Angurukaramulla_Temple,"was extortionate and dubious, no signs telling you of the fee and no ticket or receipt.",0,0,1,0,0,1,,,,,,,,,,,,FREE,,
Ceylon_Tea_Museum,Entrance fee is reasonable and comes with a pot of tea in the restaurant.,0,0,1,0,0,1,,,,,,MODERATE,,,,,,MODERATE,,
Pinnawala_Elephant_Orphanage,"(So if you are staying at one of those hotels, and don't use the lane mentioned above for entry, you may not need a ticket.",0,0,1,0,0,1,,MONSOON,,,,,,,,,,NOT_STATED,,
Ceylon_Tea_Museum,The tea & other purchases were a little expensive compared with market prices but the history if the industry is def' worth checking out.,0,0,1,0,0,1,,,,,,HIGH,,,,,,HIGH,,
Sigiriya_Lion_Rock,I was even prepared to pay the extortionate price reserved especially for gullible tourists.,0,0,1,0,0,1,,,,,,,,,,,,NOT_STATED,,
Twin_Baths_Kuttam_Pokuna,When you visit there you are giving 25 USD.,0,0,1,0,0,1,,,,,,VERY_HIGH,7500,,,,,VERY_HIGH,25 USD,
Moon_Plains,But the driver insisted we pay 4000 srilankan which was double the listed price.,0,0,1,0,0,1,,,,,,,,,,,,HIGH,4000 ,
Hurulu_Eco_Park,Apparently you pay handling fee on top.,0,0,1,0,0,1,,,,,,,,,,,,MODERATE,,
Bahiravokanda_Vihara_Buddha_Statue,Cost is only Rs 250 to enter and the view from the top is magnificent.,0,0,1,0,0,1,,,,,,LOW,250,,,,,LOW,250 ,
Handunugoda_Tea_Estate,There was a short film too.The tour was free.,0,0,1,0,0,1,,,,,,FREE,,,,,,FREE,,
Pigeon_Island_National_Park,It’s quite expensive for the boat and entrance fee.,0,0,1,0,0,1,,,,,,HIGH,,,,,,HIGH,,
Lover_s_Leap_Falls,There is no entrance fee but you are allowed to only reach the mid section of the waterfall since reaching the top of the waterfall has been banned due to couples going there and jumping off and committing suicide.,0,0,1,0,0,1,,,,,,FREE,,,,,,MODERATE,,
