,Aberdeen Falls,Abhayagiri Dagaba,Ambewela Farms,Ambuluwawa Tower,Ancient City of Polonnaruwa,Angurukaramulla Temple,Arugam Bay,Bahiravokanda Vihara Buddha Statue,Baker's Falls,Bambarakanda Falls,Batticaloa Fort,Beddegana Wetland Park,Bentota Beach,Bogoda Wooden Bridge,Bopath Ella (Bopath Falls),Brief Garden - Bevis Bawa,Buduruwagala Temple,Casuarina Beach,Ceylon Tea Museum,Coconut Tree Hill,Colombo Lotus Tower,Colombo National Museum,Dagoba of Thuparama,Dambulla Cave Temple,Dehiwala Zoo - Sri Lanka,Demodara Loop,Devon Falls,Diyaluma Falls,Diyatha Uyana,Dondra Head Lighthouse,Dunhinda Falls,Dutch Hospital Shopping Precinct,Elephant Pass,Elephant Transit Home (ETH),Ella Rock,Embekka Devalaya,Fort Frederick,Gal Oya National Park,Gal Vihara,Galle Dutch Fort,Galle Face Green,Galle Face Hotel,Galle Fort Lighthouse,Galway's Land National Park,Gangaramaya Temple,Gartmore Falls,Goyambokka Beach,Gregory Lake,Hakgala Botanic Gardens,Handunugoda Tea Estate,Henerathgoda Botanical Garden,Hikkaduwa Beach,Hiriketiya Beach,Horton Plains National Park,Hummanaya Blow Hole,Hurulu Eco Park,Independence Memorial Hall,Isurumuniya Temple,Jaffna Fort,Jaffna Public Library,Jami Ul-Alfar Mosque,Japanese Peace Pagoda - Rumassala,Jaya Sri Maha Bodhi,Jungle Beach,Kabalana Beach,Kalametiya Eco Bird Watching,Kalutara Bodhiya,Kande Viharaya Temple,Kandy Lake,Kandy View Point,Kanniya Hot Springs,Kataragama Temple,Kaudulla National Park,Keerimalai Hot springs,Kelaniya Raja Maha Vihara,Kiri Vehera,Kirinda Viharaya,Knuckles Mountain Range,Koggala Lake,Kosgoda Sea Turtle Conservation Project,Kumana National Park,Laxapana Falls,Lipton’s Seat,Little Adam's Peak View Point,Lovamahapaya Brazen Palace,Lover's Leap Falls,Lunugamvehera National Park,Madu River Safari by Buddhi,Maduru Oya National Park,Maha Saman Dewalaya,Maligawila Buddha Statue,Marble Beach,Matara Paravi Duwa Temple,Mihintale,Minneriya National Park,Mirissa Beach,Moon Plains,Moonstone or Sandakada pahana,Mount Lavinia Beach,Mulgirigala Raja Maha Vihara,Muthurajawela Marsh,Nagadipa Purana Vihara,Nalanda Gedige,Nallur Kandaswamy Kovil Festival,Negombo Beach,Negombo Fish Market,Nilavarai Bottomless Well,Nilaveli Beach,Nine Arches Bridge,Old Parliament Building,Pasikudah Beach,Pedro Tea Factory,Pettah Floating Market,Pidurangala Rock,Pidurutalagala,Pinnawala Elephant Orphanage,Pitawala Pathana,Polhena Beach,Polonnaruwa Vatadage,Popham's Arboretum,Rankoth Vehera,Ravana Ella Falls,Richmond Castle,Ridee Viharaya (silver Temple),Ritigala Forest Monastery,Royal Botanical Gardens,Ruwanweli Maha Seya,Samadhi Statue,Samudra Parakrama,Sea Turtle Conservation Project (Koggala),Sea Turtle Farm Galle Mahamodara,Seema Malakaya Temple,Seenigama Muhudu Viharaya,Seruwila Mangala Raja Maha Vihara,Sigiriya Lion Rock,Single Tree Hill,Sinharaja Forest Reserve,Sithulpawwa Rock Temple,Somawathiya Chaitya,Sri Pada / Adam's Peak,St Benedict's Monastery - Adisham,St Clair's Falls,St Lucia's Cathedral,St. Mary's Church,Statue of Parakramabahu I,Temple of the Sacred Tooth Relic,Trincomalee Beach,Trincomalee War Cemetery,Turtle Conservation Project Turtle Watch,Twin Baths (Kuttam Pokuna),Udawalawe National Park,Unawatuna Beach,Uppuveli Beach,Victoria Park of Nuwara Eliya,Viharamahadevi Park,Visit Kanneliya Rain Forest,Wasgamuwa National Park,Weherahena Buddhist Temple,Weligama Beach,Wewurukannala Vihara,Whale Watching in Mirissa,Wilpattu National Park,Wolvendaal Church,Yala National Park,Yapahuwa Rock Fortress
Royal Botanical Gardens,57.37,143.01,77.52,21.09,141.98,101.27,217.45,5.32,129.56,117.35,184.04,114.45,169.99,124.46,119.38,161.94,160.75,338.99,7.73,240.88,108.87,110.84,141.48,74.19,115.86,135.34,60.15,141.92,113.12,254.1,117.79,216.42,270.84,194.51,127.88,9.15,185.43,182.65,140.94,216.42,110.69,112.0,216.67,68.71,110.08,92.11,275.37,69.79,76.05,224.15,88.41,205.62,265.45,96.1,268.28,100.89,110.88,140.54,319.23,318.83,108.04,214.93,141.1,237.28,227.46,241.61,146.06,169.15,6.65,6.37,181.16,224.43,126.37,336.46,102.53,140.69,225.47,45.68,226.0,178.68,261.21,65.13,127.85,126.98,140.85,69.87,188.81,194.52,121.86,134.71,190.45,181.65,245.23,134.54,111.46,239.92,73.64,137.23,119.38,272.03,102.07,352.25,53.02,316.59,105.66,103.59,318.33,192.59,126.85,109.61,193.69,70.39,108.55,95.71,78.05,34.37,58.57,247.46,141.2,76.98,141.6,126.61,149.37,47.08,117.88,0.0,142.3,141.98,148.83,226.02,217.11,110.33,204.07,198.52,92.98,68.4,176.7,235.37,164.78,81.82,111.39,65.76,107.13,107.24,142.32,6.39,184.18,183.81,284.48,141.54,212.57,215.81,183.3,67.5,109.8,222.18,102.22,250.81,235.31,267.22,249.12,205.6,107.23,252.87,93.59
Ruwanweli Maha Seya,199.93,2.49,220.09,163.65,105.13,172.72,311.85,138.81,272.12,274.52,201.7,201.14,266.9,219.37,223.66,258.86,272.44,212.54,145.63,337.79,195.56,197.53,0.71,69.4,202.55,230.26,202.71,276.12,200.98,351.01,212.71,313.34,144.39,298.79,239.57,151.72,108.69,259.09,104.09,313.34,197.38,198.69,313.58,211.27,196.77,234.67,372.29,212.35,218.62,321.06,171.12,302.54,362.36,238.67,365.19,64.03,197.57,2.8,192.78,192.38,194.73,311.84,2.75,334.19,324.37,393.74,242.97,266.07,139.28,139.0,97.59,307.94,89.52,210.01,199.44,103.83,337.17,159.97,322.91,275.59,355.6,207.69,255.51,238.67,1.96,212.43,300.5,291.44,174.81,238.98,263.18,116.33,342.15,13.58,74.6,336.83,216.21,6.74,206.07,368.94,173.77,225.8,92.42,190.14,168.97,173.12,191.88,111.0,238.54,196.3,175.67,212.95,195.24,72.89,220.62,139.85,133.12,344.37,104.34,71.32,104.75,238.3,246.29,117.41,58.19,143.14,0.0,1.5,111.98,322.93,314.02,197.02,300.99,141.31,73.69,210.97,280.98,318.87,127.93,224.39,255.45,208.32,193.82,193.93,105.47,138.59,105.08,104.69,381.39,7.11,316.84,312.73,105.42,210.06,196.49,319.09,96.56,347.72,332.22,364.13,346.04,62.34,193.92,336.37,73.7
Samadhi Statue,199.29,1.92,219.44,163.0,104.48,174.18,311.2,138.17,271.47,273.87,201.06,202.6,268.36,218.73,225.12,260.32,271.8,212.76,144.99,339.25,197.02,198.99,1.21,68.75,204.01,229.61,202.06,275.48,202.44,352.47,212.06,314.8,144.61,300.25,238.93,151.07,108.9,258.44,103.44,314.8,198.84,200.15,315.05,210.63,198.23,234.02,373.75,211.71,217.97,322.52,172.58,304.0,363.83,238.02,366.65,63.39,199.04,4.26,192.99,192.6,196.19,313.31,4.21,335.65,325.83,395.21,244.44,267.53,138.63,138.36,97.81,307.29,88.87,210.22,200.91,103.19,336.52,159.33,324.38,277.05,354.95,207.05,254.86,238.02,3.42,211.79,299.86,292.9,174.17,240.45,262.53,116.54,343.61,13.8,73.96,338.3,215.56,7.89,207.53,370.41,175.23,226.02,91.77,190.36,170.43,174.58,192.1,111.22,237.89,197.76,175.03,212.3,196.7,72.24,219.97,141.32,132.47,345.83,103.7,70.68,104.1,237.65,247.75,116.76,57.55,142.49,1.5,0.0,111.33,324.4,315.49,198.48,302.45,141.52,73.04,210.32,282.44,318.22,127.28,223.74,254.81,207.68,195.28,195.39,104.82,137.94,105.29,104.91,382.85,8.25,318.31,314.19,105.64,209.42,197.96,320.55,95.92,349.18,333.68,365.59,347.5,63.67,195.39,335.72,75.16
Samudra Parakrama,206.07,112.34,196.37,169.79,7.61,205.69,211.7,144.95,232.92,208.82,101.56,232.59,283.56,153.67,240.32,275.52,207.55,308.32,151.77,354.46,227.01,228.98,110.81,75.54,234.0,164.55,208.85,211.84,226.7,367.68,147.0,330.0,240.17,271.52,173.87,157.86,116.33,158.94,10.95,330.0,228.83,230.14,330.25,186.36,228.22,240.81,312.11,188.06,194.48,337.72,201.99,319.2,322.49,213.22,319.04,53.2,229.02,109.87,288.56,288.16,226.17,328.51,110.43,350.85,341.03,300.94,259.64,282.73,145.42,145.14,112.05,233.18,46.77,305.79,216.11,10.7,256.42,123.67,339.58,292.25,255.46,213.83,189.81,172.97,110.18,185.42,235.61,308.1,74.67,255.65,188.42,112.54,358.81,103.87,46.98,353.5,189.45,106.56,237.51,306.41,205.22,321.58,98.55,285.92,210.09,208.01,287.66,123.48,172.83,227.74,75.53,183.14,226.68,59.76,183.85,151.98,76.56,361.03,8.24,55.01,9.52,172.6,262.95,123.55,70.2,149.27,111.63,111.32,0.0,339.6,330.69,228.46,317.65,88.51,60.55,187.66,297.64,244.11,43.05,230.52,189.75,214.46,225.27,225.38,6.51,144.72,115.08,114.71,309.45,110.87,272.26,329.39,114.19,186.76,227.94,335.76,36.44,364.38,348.88,320.49,362.7,173.48,225.37,261.61,127.26
Sea Turtle Conservation Project (Koggala),211.34,326.03,249.14,232.35,333.59,165.57,267.86,231.53,186.95,189.15,336.84,128.26,79.42,214.03,156.58,78.48,161.34,530.6,233.95,20.99,135.16,129.73,324.25,266.27,124.23,196.65,238.89,175.08,129.49,37.49,213.82,17.47,462.45,113.34,186.29,226.71,377.04,275.35,332.55,17.47,132.08,131.51,17.72,246.04,130.9,228.3,66.92,244.42,238.14,8.7,148.38,34.86,52.23,237.96,57.37,292.49,129.15,321.74,510.83,510.44,141.24,14.84,322.8,11.92,4.22,88.37,92.06,78.59,232.86,232.59,372.76,139.6,317.98,528.06,133.05,332.29,144.72,271.9,8.18,69.56,311.61,217.76,219.12,191.68,322.55,249.25,141.41,60.32,300.14,162.54,195.06,373.26,28.62,326.14,303.06,20.04,245.53,328.84,124.54,63.58,157.01,543.86,261.98,508.2,169.16,167.09,509.94,384.19,191.55,132.98,346.5,249.9,135.58,287.32,257.57,203.86,288.23,28.62,332.8,270.45,333.2,191.31,92.16,228.98,309.49,226.25,324.0,325.46,340.44,0.0,18.16,131.02,37.73,390.13,284.59,246.9,143.54,154.78,356.39,247.83,207.7,243.17,140.33,140.45,333.93,232.61,375.79,375.42,76.02,319.56,131.4,12.48,374.9,246.73,134.24,64.56,295.69,34.2,13.32,54.0,26.68,376.64,140.44,172.28,266.44
Sea Turtle Farm Galle Mahamodara,202.04,316.74,260.19,223.05,324.29,156.27,278.9,222.24,198.0,200.2,347.89,118.96,55.22,225.07,147.28,69.19,172.38,521.3,224.66,36.05,125.87,120.43,314.96,256.98,114.94,207.69,229.6,186.13,120.2,56.69,224.87,2.24,453.15,124.38,197.34,217.42,367.74,286.4,323.25,2.24,122.79,122.21,2.49,257.09,121.61,248.82,77.97,255.47,249.19,23.75,139.09,17.57,68.04,249.01,70.87,283.2,119.86,312.44,501.54,501.14,131.95,6.75,313.51,26.97,19.28,99.42,82.77,69.29,223.57,223.29,363.47,150.64,308.68,518.77,123.76,323.0,155.76,262.61,19.96,46.01,322.66,208.47,230.17,202.73,313.26,260.3,152.46,36.09,311.18,153.25,206.11,363.96,47.82,316.85,293.77,35.09,256.58,319.54,115.25,74.62,147.72,534.56,252.69,498.9,159.87,157.79,500.64,374.9,202.59,123.69,357.54,260.95,126.29,278.02,268.62,194.56,278.94,50.05,323.51,261.16,323.91,202.36,82.87,219.69,300.19,216.95,314.71,316.17,331.14,17.84,0.0,121.73,20.45,380.83,275.29,257.95,134.25,165.83,347.1,238.53,218.75,233.88,131.04,131.15,324.63,223.31,366.49,366.12,87.07,310.26,142.44,7.63,365.61,257.78,124.95,40.85,286.4,53.4,28.37,69.81,41.73,367.35,131.14,183.33,257.15
Seema Malakaya Temple,102.23,200.04,161.72,117.28,218.52,38.46,309.16,116.47,163.76,165.96,315.09,8.84,75.48,216.82,78.75,67.44,212.1,415.53,118.88,146.37,2.96,1.62,198.26,151.2,8.97,199.44,129.78,190.43,8.68,159.59,216.61,121.92,347.38,151.44,198.88,111.64,261.97,316.66,217.48,121.92,3.01,2.42,122.16,157.9,0.71,149.01,180.87,157.29,163.55,129.64,32.0,111.12,170.94,180.3,173.77,177.42,2.96,195.75,395.76,395.37,4.53,120.42,196.81,142.77,132.95,202.32,41.28,74.65,117.8,117.52,257.69,253.55,202.91,412.99,12.13,217.22,258.67,156.83,131.49,84.17,352.91,108.66,188.91,197.98,196.56,159.58,255.36,100.01,288.2,91.64,236.37,258.19,150.73,211.07,187.99,145.41,161.14,197.91,11.02,177.52,29.91,428.79,146.91,393.13,42.06,39.98,394.87,269.12,197.85,3.37,289.06,160.23,3.86,172.25,167.9,88.79,173.17,152.95,217.73,155.38,218.14,197.61,44.59,113.91,194.42,111.18,198.01,199.47,225.37,131.51,122.6,0.0,109.57,275.06,169.52,156.65,127.65,268.73,241.32,138.72,177.49,134.07,5.56,5.63,218.86,117.54,260.72,260.35,189.97,193.57,169.5,121.31,259.83,156.48,1.15,127.67,180.62,156.3,140.8,172.71,154.62,249.54,4.64,286.23,140.45
Seenigama Muhudu Viharaya,184.26,298.95,243.75,205.27,306.51,138.49,299.68,204.46,218.78,220.98,368.67,101.18,34.99,245.85,129.5,41.56,193.16,503.52,206.87,55.63,108.08,102.65,297.17,239.2,97.15,228.47,211.81,206.91,102.41,77.47,245.64,21.83,435.37,145.16,218.11,199.63,349.96,307.17,305.47,21.83,105.01,104.43,22.07,239.93,103.83,231.03,98.74,239.31,245.58,47.52,121.3,2.88,88.82,269.78,91.65,265.41,102.07,294.66,483.76,483.36,114.16,26.33,295.72,46.56,38.86,120.2,53.47,37.7,205.79,205.51,345.69,171.42,290.9,500.98,105.98,305.22,176.54,244.82,39.54,25.77,343.43,190.68,250.95,223.5,295.47,241.61,173.24,15.86,331.96,135.47,226.89,346.18,68.6,299.06,275.98,54.67,243.17,301.76,97.46,95.4,129.93,516.78,234.91,481.12,142.08,140.01,482.86,357.11,223.37,105.9,377.06,242.26,108.5,260.24,249.93,176.78,261.16,70.83,305.73,243.37,306.13,223.13,56.4,201.9,282.41,199.17,296.92,298.39,313.36,37.42,20.45,103.94,0.0,363.05,257.51,238.67,116.46,186.6,329.31,220.75,239.52,216.09,113.25,113.37,306.85,205.53,348.71,348.34,107.84,292.48,163.22,27.22,347.82,238.51,107.17,45.53,268.61,74.17,47.96,90.58,72.49,349.56,113.36,204.11,239.36
Seruwila Mangala Raja Maha Vihara,255.78,142.94,275.94,219.5,83.77,255.4,206.75,194.66,310.7,286.59,96.6,282.3,333.27,248.14,290.03,325.23,254.24,290.06,201.48,404.17,276.72,278.69,141.41,125.25,283.71,242.0,258.56,258.53,276.41,417.39,192.6,379.71,221.91,318.21,245.31,207.57,44.97,183.17,87.6,379.71,278.54,279.85,379.96,267.12,277.93,290.52,358.8,268.2,277.91,387.43,251.7,368.91,369.18,291.03,365.74,97.66,278.73,143.58,270.3,269.9,275.89,378.22,144.14,400.56,390.75,347.63,309.35,332.44,195.13,194.85,44.1,279.87,97.88,287.53,265.82,87.35,303.11,215.82,389.29,341.96,250.5,263.54,267.58,240.92,143.88,231.01,282.3,357.81,116.33,305.36,235.11,30.02,408.52,128.11,113.42,403.21,272.06,144.57,287.22,353.1,254.93,303.32,148.27,267.66,259.8,257.72,269.4,54.4,240.97,277.45,70.57,228.73,276.4,111.71,229.44,201.69,188.97,410.75,84.89,127.17,86.17,240.64,312.66,173.26,119.91,198.98,141.7,141.91,88.33,389.31,380.4,278.17,367.36,0.0,112.5,266.82,347.35,290.8,117.0,280.24,267.53,264.17,274.98,275.09,84.75,194.44,43.72,43.35,356.14,145.15,318.95,379.1,42.83,265.91,277.65,385.47,152.41,414.09,398.59,367.18,412.41,203.86,275.08,308.3,176.97
Sigiriya Lion Rock,150.26,74.03,170.42,113.98,53.71,149.88,260.44,89.14,222.45,224.85,150.29,176.78,227.75,169.7,184.52,219.71,222.77,270.01,95.96,298.65,171.2,173.17,72.5,19.73,178.19,180.59,153.04,226.45,170.89,311.87,163.04,274.19,201.86,259.64,189.9,102.05,99.44,207.67,52.67,274.19,173.02,174.33,274.44,161.6,172.41,185.0,333.14,162.68,168.95,281.92,146.18,263.39,323.22,189.0,326.05,14.89,173.21,71.56,250.25,249.85,170.37,272.7,72.12,295.04,285.23,354.6,203.83,226.92,89.61,89.33,95.16,258.27,40.37,267.48,160.3,52.42,287.5,110.3,283.77,236.45,304.19,158.02,205.84,189.0,71.87,162.76,250.83,252.29,123.4,199.84,213.51,95.65,303.0,65.56,23.19,297.69,166.54,68.25,181.7,329.8,149.41,283.27,42.75,247.61,154.28,152.2,249.35,106.59,188.87,171.93,124.26,163.28,170.88,2.73,170.94,96.17,83.45,305.23,52.93,21.65,53.33,188.63,207.14,67.74,31.88,93.47,73.32,73.01,60.57,283.79,274.88,172.65,261.84,112.52,0.0,161.3,241.84,269.2,76.52,174.72,205.78,158.65,169.46,169.57,54.06,88.92,98.18,97.82,342.24,72.56,277.7,273.58,97.3,160.39,172.13,279.95,46.89,308.57,293.08,324.98,306.89,135.17,169.56,286.7,76.93
Single Tree Hill,63.34,211.33,10.22,60.84,182.94,157.57,184.86,73.64,92.29,50.05,192.28,154.0,209.54,53.81,141.12,201.5,93.45,407.31,76.05,233.78,155.97,157.8,209.8,142.51,159.14,59.53,28.2,74.62,152.71,222.38,59.72,256.6,339.16,135.73,60.58,63.77,253.75,177.23,186.77,256.6,160.06,158.12,256.84,2.98,156.32,71.44,198.01,2.49,8.75,240.53,140.96,245.18,208.39,28.8,204.95,169.21,157.1,208.86,387.55,387.15,157.41,255.1,209.42,235.79,242.3,186.84,185.62,208.71,74.97,74.69,249.48,151.41,194.69,404.77,149.22,186.51,158.17,114.0,242.38,218.24,228.61,66.33,60.55,59.68,209.17,4.48,121.51,234.08,130.1,137.87,117.72,249.97,226.01,202.85,179.77,234.51,6.34,205.55,160.17,192.31,154.61,420.57,121.34,384.91,161.96,159.89,386.65,260.9,59.55,158.98,201.93,5.13,156.18,164.03,12.79,91.67,126.89,228.23,184.05,145.3,185.34,59.31,188.93,115.4,186.2,68.35,210.62,210.3,187.5,246.7,257.28,156.56,243.63,263.08,161.3,0.0,159.2,162.34,216.17,68.97,44.09,24.91,156.5,156.61,183.92,74.71,252.5,252.13,195.36,209.86,158.16,255.99,251.62,0.94,155.57,261.74,161.94,219.09,233.82,206.39,229.9,273.92,156.6,179.84,161.91
Sinharaja Forest Reserve,144.17,283.95,161.55,174.75,291.51,161.65,239.21,182.07,103.57,105.77,306.91,124.34,87.32,156.63,81.54,81.67,132.69,488.52,184.48,158.22,131.24,125.81,282.17,224.2,120.31,139.25,141.52,130.24,125.57,144.09,156.42,133.77,420.37,61.46,138.69,177.24,334.96,246.7,290.47,133.77,128.16,127.59,134.01,158.45,126.98,144.92,119.72,156.83,150.55,141.49,144.46,122.97,130.1,147.56,126.66,250.41,125.23,279.66,468.76,468.36,137.32,132.27,280.72,154.62,144.8,108.55,88.14,86.49,183.4,183.12,330.69,132.51,275.9,485.98,129.13,290.22,137.63,222.43,143.34,96.01,282.96,145.87,128.72,137.79,280.47,161.66,112.77,111.86,242.74,62.84,166.42,331.18,147.72,284.06,260.98,157.26,157.94,286.76,120.62,103.05,153.09,501.78,219.91,466.12,165.24,163.17,467.86,342.11,137.66,129.06,316.56,162.31,131.66,245.24,169.97,154.39,246.16,149.94,290.73,228.37,291.13,137.42,88.24,186.9,267.41,176.78,281.92,283.39,298.36,143.36,134.45,127.1,121.41,348.05,242.51,159.3,0.0,147.69,314.31,142.44,117.3,145.8,136.41,136.53,291.85,183.14,333.71,333.34,117.07,277.48,79.51,133.16,332.82,159.13,130.32,90.45,253.61,140.8,152.65,128.1,151.61,336.37,136.52,165.19,224.36
Sithulpawwa Rock Temple,200.2,319.96,164.62,222.11,239.36,302.74,151.0,230.61,153.79,129.69,219.99,265.43,216.59,129.5,167.98,215.65,82.74,515.93,237.28,141.71,272.33,266.9,318.42,252.63,261.4,112.12,188.72,90.56,266.66,130.31,120.76,164.52,447.78,86.89,101.76,225.03,333.88,158.49,243.19,164.52,269.26,268.68,164.77,161.52,268.08,198.81,105.94,159.9,153.62,148.46,285.55,184.94,116.32,153.43,112.88,285.44,266.32,317.49,496.17,495.77,278.41,163.03,318.04,143.72,150.23,86.37,229.24,215.76,229.92,230.2,333.02,22.16,279.01,513.4,270.23,242.93,29.89,233.09,150.31,206.73,194.75,199.76,134.6,107.15,317.79,164.73,62.82,197.49,224.7,156.17,76.21,318.94,133.94,311.48,279.21,142.44,161.01,314.17,261.71,100.24,294.19,529.2,250.71,493.53,306.33,304.26,495.27,343.31,107.02,270.15,229.64,165.38,272.75,272.65,173.04,258.78,222.15,136.16,240.47,248.25,241.76,106.78,229.33,276.88,302.43,235.74,319.24,318.93,243.92,154.63,165.21,268.19,186.55,290.79,269.92,162.37,147.74,0.0,272.59,196.34,123.17,185.43,277.51,277.62,240.34,229.09,332.63,332.26,103.28,318.48,87.63,163.91,331.74,162.2,271.42,178.23,227.41,127.02,141.75,114.32,137.83,381.09,277.61,26.28,328.75
Somawathiya Chaitya,222.04,128.31,224.62,185.75,35.56,221.66,239.95,160.91,261.17,237.06,129.8,248.55,299.53,181.91,256.29,291.48,235.79,324.29,167.74,370.42,242.97,244.94,126.77,91.5,249.96,192.8,224.81,240.09,242.67,383.64,175.25,345.96,256.13,299.76,202.11,173.82,110.51,187.19,34.49,345.96,244.79,246.1,346.21,214.6,244.18,256.77,404.92,216.3,222.72,353.69,217.95,335.16,394.99,241.47,397.82,69.16,244.98,125.84,304.52,304.12,242.14,344.47,126.4,366.82,357.0,329.19,275.6,298.69,161.38,161.11,106.24,261.42,62.74,321.75,232.07,34.18,284.67,182.08,355.54,308.22,283.7,229.8,218.05,201.21,126.14,213.66,263.85,324.06,102.91,271.61,216.67,106.73,374.77,119.83,62.94,369.46,217.7,122.53,253.48,334.65,221.18,337.55,114.52,301.88,226.05,223.97,303.63,117.66,201.08,243.71,103.77,211.38,242.65,75.72,212.1,167.94,112.76,377.0,36.68,93.42,34.17,200.84,278.92,139.51,86.16,165.24,127.6,127.28,43.05,355.56,346.65,244.43,333.61,116.76,76.52,215.91,313.61,272.36,0.0,246.49,218.0,230.43,241.23,241.34,36.54,160.69,109.26,108.89,337.7,126.84,300.5,345.35,108.37,215.0,243.9,351.72,72.64,380.35,364.85,396.76,378.66,189.44,241.33,289.86,143.22
Sri Pada / Adam's Peak,28.95,224.24,74.07,71.99,223.21,139.62,224.51,86.54,79.11,81.31,259.74,136.04,191.59,120.96,88.25,183.55,127.44,420.22,88.96,212.91,138.02,139.85,222.71,155.42,141.19,114.78,42.13,105.78,134.76,201.51,126.86,238.03,352.07,118.88,114.23,76.68,266.66,232.0,222.17,238.03,142.11,140.17,238.28,70.25,138.37,27.98,177.14,69.64,75.9,245.75,123.01,227.23,187.52,92.65,184.08,182.12,139.15,221.77,400.46,400.06,139.46,236.54,222.33,214.92,249.06,165.97,167.67,190.76,87.87,87.6,262.39,185.4,207.6,417.68,131.27,221.92,192.17,126.91,247.61,200.28,268.26,21.12,104.26,113.33,222.08,71.93,155.5,216.13,197.55,121.01,151.72,262.88,205.14,215.76,192.68,213.64,73.49,218.46,142.22,156.97,136.66,433.48,134.25,397.82,144.01,141.94,399.56,273.81,113.19,141.02,269.39,72.58,138.23,176.94,80.25,117.32,139.8,207.36,222.43,158.21,222.83,112.96,170.98,128.31,199.11,81.26,223.53,223.21,230.06,247.63,238.72,138.61,225.68,279.75,174.21,69.0,142.34,196.33,246.01,0.0,92.83,46.41,138.55,138.66,223.55,87.62,265.41,265.04,174.49,222.77,136.93,237.42,264.52,68.83,137.62,243.79,183.45,198.22,212.95,185.52,209.03,286.83,138.65,213.84,174.82
St Benedict's Monastery - Adisham,96.69,256.95,46.34,103.83,185.4,211.73,151.35,116.62,50.29,26.18,196.73,172.67,191.98,46.45,107.67,165.59,54.28,452.93,119.04,194.61,181.33,175.89,255.41,189.62,170.39,29.07,70.44,32.62,175.66,183.21,46.24,217.42,384.78,93.73,28.51,106.76,299.37,158.84,189.23,217.42,178.24,177.67,217.67,43.24,177.06,95.31,158.84,41.62,35.34,201.35,174.88,237.84,169.22,32.35,165.77,214.82,175.31,254.48,433.16,432.77,187.41,215.93,255.04,196.62,203.13,147.67,166.85,191.14,117.95,117.68,295.09,112.24,225.05,450.39,179.22,188.97,119.0,170.09,203.21,200.67,195.1,96.26,18.54,27.61,254.79,46.45,82.34,216.51,132.56,95.87,78.55,295.68,186.84,248.47,225.39,195.34,42.73,251.17,170.7,153.14,203.18,466.19,164.33,430.53,215.33,213.25,432.27,306.52,27.48,179.14,206.38,47.1,181.75,209.65,54.76,134.66,159.15,189.06,186.51,185.25,187.8,27.24,170.16,158.39,231.82,111.33,256.24,255.92,189.95,207.53,218.11,177.18,239.44,267.53,206.92,44.09,117.19,123.17,218.62,92.83,0.0,67.15,186.5,186.61,186.38,117.7,298.12,297.75,156.18,255.48,111.79,216.81,297.23,43.93,177.01,198.18,164.4,179.92,194.65,167.22,190.73,318.09,186.6,140.67,204.9
St Clair's Falls,40.76,208.18,29.98,55.92,207.15,134.99,207.92,70.48,82.44,69.81,215.65,131.41,186.96,76.87,118.53,178.92,116.51,404.16,72.9,216.24,133.39,135.22,206.64,139.35,136.56,82.59,5.61,97.68,130.13,204.85,82.77,233.4,336.01,122.21,83.64,60.62,250.6,200.29,206.11,233.4,137.48,135.54,233.65,26.16,133.74,48.86,180.47,25.55,31.81,241.12,118.38,222.6,190.85,48.56,187.41,166.05,134.52,205.71,384.39,384.0,134.83,231.91,206.27,254.25,244.43,169.31,163.04,186.13,71.81,71.54,246.32,174.47,191.54,401.62,126.64,205.85,181.23,110.85,242.98,195.65,251.67,43.75,83.61,82.74,206.02,27.85,144.57,211.5,153.47,133.86,140.78,246.82,208.47,199.7,176.62,216.97,29.4,202.4,137.58,160.31,132.03,417.42,118.19,381.76,139.38,137.31,383.5,257.75,82.61,136.39,225.3,28.5,133.6,160.88,36.16,88.37,123.74,210.7,206.36,142.15,206.77,82.37,166.35,112.25,183.05,65.2,207.47,207.15,214.0,243.0,234.09,133.98,221.05,263.69,158.15,24.91,145.67,185.4,229.95,46.39,67.15,0.0,133.92,134.03,207.49,71.56,249.35,248.98,177.82,206.71,140.27,232.79,248.46,24.74,132.99,239.15,167.39,201.55,252.28,188.85,212.36,270.76,134.02,202.9,158.76
