place_name,feature,positive_count,negative_count,neutral_count,total_mentions,dominant_sentiment,average_confidence,sample_evidence,place_total_mentions,TF,doc_freq,IDF,TF_IDF,defining_score
Mirissa Beach,Cafes,16,2,7,25,positive,0.798,"The only sun loungers were those owned by the cafes lining the beach, but they were free to use as long as you bought the occasional drink every few hours (which was usually pretty cheap!).The restaurants and bars lining the beach are a",2307,0.010836584308625921,15,2.3978952727983707,0.025984994286935098,0.02073602544097421
Mirissa Beach,Shops,6,6,7,19,neutral,0.757,There are some quirky little shops along the way and some really good food.,2307,0.0082358040745557,10,2.803360380906535,0.023087926847518057,0.01747756062357117
Mirissa Beach,Water clarity,17,0,0,17,positive,0.92,It is a beautiful small bay with gorgeous soft white sand and clear water.,2307,0.007368877329865626,13,2.540996116439044,0.01872428867770427,0.01722634558348793
Mirissa Beach,Dolphins,4,0,7,11,neutral,0.769,There are many tourist activities available here but I don't recommend the whale watching as it is not very kind to the whales and dolphins.,2307,0.004768097095795405,2,4.412798293340635,0.021040650726808403,0.016180260408915664
Mirissa Beach,Noise level,0,26,0,26,negative,0.792,"Well, it has a quiet part and also the other one more crowded and noisy so you can choose what fits you better.",2307,0.011270047680970958,32,1.640209571100854,0.01848524007309155,0.014640310137888508
Mirissa Beach,Family friendliness,38,3,27,68,positive,0.776,Waves are quite rough so probably not suitable for children to swim.,2307,0.029475509319462505,89,0.6173091041684409,0.01819550025290593,0.014119708196255002
Mirissa Beach,Accommodation,22,11,27,60,neutral,0.783,Beautiful beach and good choice of restaurants and hotels along the shore.,2307,0.02600780234070221,90,0.6061358035703155,0.015764260170879466,0.012343415713798623
Mirissa Beach,Water depth,10,0,4,14,positive,0.78,Waves are high but you can go deep inside the sea and enjoy as it is safe.,2307,0.006068487212830516,13,2.540996116439044,0.01542000244046234,0.012027601903560626
Mirissa Beach,Crowdedness,14,87,2,103,negative,0.854,"Clean fine sand, not so wild waves in the middle, nice bars and restaurants, not crowded.",2307,0.044646727351538795,122,0.3019244291673241,0.013479937669802506,0.01151186677001134
Mirissa Beach,Coral reef,2,1,7,10,neutral,0.75,It's an amazing place to experience the magic of coral water and the beautiful trees.,2307,0.004334633723450368,9,2.908720896564361,0.012608239690352671,0.009456179767764503
Mirissa Beach,Safety,20,16,2,38,positive,0.813,Waves are high but you can go deep inside the sea and enjoy as it is safe.,2307,0.0164716081491114,86,0.651598177647073,0.010732869852877663,0.00872582319038954
Mirissa Beach,Weather condition,12,18,5,35,negative,0.781,"We luckily had only booked one night in a nearby hotel, and moved on to Galle the next morning when we realised that because of a weather depression whale watching was not going to happen although on all accounts that's not worth doing due to the shear number of boats and people on each boat.",2307,0.01517121803207629,82,0.6992262266363275,0.010608113538045714,0.008284936673213703
Mirissa Beach,Scenic view,58,2,24,84,positive,0.79,A nice chilled beer and good food with beach view would be a good evening,2307,0.036410923276983094,128,0.25391520998096345,0.009245287229475912,0.007303776911285971
Mirissa Beach,Value for money,35,15,0,50,positive,0.837,There is a small stretch of mangrove trees in the middle where you can chill for free in the shade.,2307,0.021673168617251843,112,0.38744660260548613,0.008397195548450068,0.007028452674052707
Mirissa Beach,Ticket price,21,3,9,33,positive,0.82,Prices reasonable.,2307,0.014304291287386216,94,0.5626506916305767,0.008048319386133087,0.006599621896629131
Mirissa Beach,Service quality,19,3,5,27,positive,0.807,Beach restaurant NishanSri Lanka looks Nice but completely uninterested staff !,2307,0.011703511053315995,88,0.6286086594223741,0.007356928393759905,0.005937041213764244
Mirissa Beach,Sunrise view,7,0,0,7,positive,0.857,Wake up early and be there to experience the best sunrise experience while people are riding boats for their business.,2307,0.003034243606415258,21,2.0614230361771577,0.00625485966763767,0.005360414735165483
Mirissa Beach,Public transport access,6,3,13,22,neutral,0.795,with beautiful sunset viewMirissa beach is full with restaurants and bars with your feet in the sand!If u like to surf u can take a tuk tuk 5 min to welligama and there is the best spot to surf.Mirissa the best beach of our holiday!!!!Don't hesitate and come to mirissa.We loved it so much that we extend our stay in mirissa,2307,0.00953619419159081,90,0.6061358035703155,0.0057802287293224714,0.004595281839811365
Mirissa Beach,Peacefulness,52,1,0,53,positive,0.792,The beach is rather calm - not too many people.,2307,0.022973558734286952,129,0.24613306953890854,0.00565455252950245,0.004478405603365941
Mirissa Beach,Souvenir stalls,3,1,5,9,neutral,0.78,Good food available and no hawkers.,2307,0.0039011703511053317,49,1.214125175789954,0.004736509138322318,0.0036944771278914082
Mirissa Beach,Wildlife,5,1,3,9,positive,0.789,"It's a nice beach to party animals.one can enjoy variety of seafoods along with drinks, sitting in a beach facing restaurant with loud music till midnight.",2307,0.0039011703511053317,54,1.1169614273363062,0.00435745680365269,0.0034380334180819727
Mirissa Beach,Trail,3,1,1,5,positive,0.796,"last year and enjoyed the choice of bars and restaurants most are very reasonably priced It’s great if you have been off the beaten track which we have for us 3 days and nights is enough here for us It’s great to be a tourists here and loads of choices, after the 3 nights we will be ready to find somewhere a little quieter",2307,0.002167316861725184,39,1.4423838277709342,0.0031261027910076595,0.002488377821642097
Mirissa Beach,Stairs,2,2,1,5,positive,0.756,There is a small island next to the beach were you have to climb steep steps but you can see the sunset better up there.,2307,0.002167316861725184,47,1.255797872190522,0.0027217119033171263,0.0020576141989077476
Mirissa Beach,Local guide,4,0,1,5,positive,0.802,We hired Nirosh as our guide after reading some good reviews.,2307,0.002167316861725184,66,0.9162907318741551,0.001985892353433366,0.0015926856674535596
Moon Plains,Mountain,40,2,37,79,positive,0.773,"You are able to see the Highest Peak (Pidurutalagala), 2nd Highest peak (Kirigalpoththa), third highest peak (Thotupola Kanda), 6th Highest peak (Great Western Mountain), 7th highest peak (Hakgala).Need to park the vehicle at entrance and go in a safari jeep...",392,0.20153061224489796,24,1.927891643552635,0.3885291832669851,0.3003330586653795
Moon Plains,Viewpoint,15,3,21,39,neutral,0.81,and you will be taken by jeep to the view point where there are quite stunning views across to Ella and back to Nuwara Eliya and Hakgalla.,392,0.09948979591836735,29,1.7386496439141066,0.17297789824655652,0.1401120975797108
Moon Plains,Scenic view,84,3,36,123,positive,0.772,This place open at 7:00 am but if you like to see scenic view better try to select clear time with no rain/mist.,392,0.3137755102040816,128,0.25391520998096345,0.07967237456035332,0.06150707316059277
Moon Plains,Wildlife,7,2,18,27,neutral,0.767,good place to visit but not much greenish view nothing to say i we colud see some animals deers more,392,0.06887755102040816,54,1.1169614273363062,0.07693356769918434,0.059008046425274394
Moon Plains,Weather condition,7,18,2,27,negative,0.79,This place open at 7:00 am but if you like to see scenic view better try to select clear time with no rain/mist.,392,0.06887755102040816,82,0.6992262266363275,0.048160990099951125,0.03804718217896139
Moon Plains,Local guide,7,4,6,17,positive,0.768,The guide was a nice guy and explained many things on the way.,392,0.04336734693877551,66,0.9162907318741551,0.03973709806597101,0.03051809131466574
Moon Plains,Entrance fee,1,3,16,20,neutral,0.814,Not knowing the local language and lack of internet access can be a major problem as we got ripped off totally indicating that the jeep fee is SLR 2000 per head which is ridiculous.,392,0.05102040816326531,87,0.6400373552459969,0.032654967104387596,0.0265811432229715
Moon Plains,Service quality,5,3,5,13,positive,0.777,"we went to the ticket office and and they were very rude to us and they were laughing to us, like we were idiots, the jeep price they have advertise was Rs 2000 and they ask us to pay Rs 5000.",392,0.03316326530612245,88,0.6286086594223741,0.020846715746150164,0.01619789813475868
Moon Plains,Toilets,3,2,0,5,positive,0.824,"Also, there were no restrooms for ladies and god knows how we managed 4 hours without it.",392,0.012755102040816327,37,1.4950275612563562,0.019069229097657604,0.015713044776469866
Moon Plains,Forest,2,1,3,6,neutral,0.777,"Beautiful scenery, dense forest, mountains, cliffs and can spot few animals if you are lucky enough.",392,0.015306122448979591,51,1.1741198411762548,0.017971222058820225,0.013963639539703315
Moon Plains,Value for money,4,11,0,15,negative,0.864,It is not very expensive.,392,0.03826530612244898,112,0.38744660260548613,0.014825762854801765,0.012809459106548725
Moon Plains,Cleanliness,5,4,0,9,positive,0.867,leave all your belongings in your vehicle and dont take anything so there is tendency to litter the moon plains.you will travel through the bumpy roads to reach the point and there is viewing deck as well.,392,0.02295918367346939,117,0.34377153910282454,0.007892713907973014,0.006842982958212603
Moon Plains,Crowdedness,1,5,1,7,negative,0.837,It wasn't crowded at all so it was very enjoyable.,392,0.017857142857142856,122,0.3019244291673241,0.005391507663702216,0.004512691914518754
Moon Plains,Peacefulness,5,0,0,5,positive,0.784,Serene...Calm...Beautiful,392,0.012755102040816327,129,0.24613306953890854,0.003139452417588119,0.0024613306953890856
Moonstone or Sandakada pahana,Sculptures,16,0,13,29,positive,0.786,A beautiful stone carving,56,0.5178571428571429,55,1.0986122886681098,0.568924220917414,0.44717443764108744
Moonstone or Sandakada pahana,Wildlife,5,0,10,15,neutral,0.763,"A beautiful ancient piece of architecture, with carvings of animals & flowers on a stone.Many legends surround these carving.",56,0.26785714285714285,54,1.1169614273363062,0.29918609660793916,0.2282789917118576
Moonstone or Sandakada pahana,Ancient ruins,2,1,4,7,neutral,0.76,The ruins in this area are worth seeing.,56,0.125,23,1.9704512579714308,0.24630640724642885,0.18719286950728592
Moonstone or Sandakada pahana,Stairs,3,0,2,5,positive,0.76,"The steps also have interesting carvings of little creatures.To know more, you probably have to read up (or get a guide).",56,0.08928571428571429,47,1.255797872190522,0.1121248100170109,0.08521485561292828
Mount Lavinia Beach,Beach,323,40,65,428,positive,0.814,Had a lovely evening under the stars enjoying fresh sea food cooked various ways on the beach.,1721,0.24869262056943636,64,0.9470623905409088,0.23552742774637359,0.19171932618554807
Mount Lavinia Beach,Restaurants,97,9,65,171,positive,0.793,Recommended times to visit are the morning and the evening with plenty of restaurants offering mouth watering cuisine to fit anyone's budget!,1721,0.09936083672283556,49,1.214125175789954,0.12063649335274965,0.09566473922873048
Mount Lavinia Beach,Sandy beach,37,11,26,74,positive,0.75,A small strip of beach with rough sand.,1721,0.04299825682742592,15,2.3978952727983707,0.10310531678505487,0.07732898758879116
Mount Lavinia Beach,Sunset view,56,1,20,77,positive,0.847,Mount Lavinia beach used to be the place to be a few years back and you can still see a good stretch of beach where families enjoy a leisurely stroll or couples watch the sunset.,1721,0.04474142940151075,44,1.3217558399823195,0.05913724560060348,0.05008924702371115
Mount Lavinia Beach,Accommodation,103,9,53,165,positive,0.799,Excellent Sea side resort,1721,0.09587449157466589,90,0.6061358035703155,0.058112961992505555,0.04643225663201194
Mount Lavinia Beach,Waves,19,5,16,40,positive,0.788,"barnacles etc but be careful as they are bit slippery.The sand area washed by the waves have muscles and other shell animals.However,",1721,0.023242300987797792,20,2.1102132003465894,0.04904621035087948,0.03864841375649303
Mount Lavinia Beach,Cleanliness,94,46,2,142,positive,0.873,Its safe and clean by all means.,1721,0.08251016850668216,117,0.34377153910282454,0.02836464761917553,0.02476233737154024
Mount Lavinia Beach,Strong current,8,9,8,25,negative,0.794,"else you will get drawn into the sea.When I was a teenager I got caught not being a good swimmer or having the required floating gear I just dived down and hugged the sands and crawled myself past the current,",1721,0.01452643811737362,21,2.0614230361771577,0.029945134168755924,0.023776436529992204
Mount Lavinia Beach,Family friendliness,40,1,30,71,positive,0.775,Very good to go their with family.,1721,0.04125508425334108,89,0.6173091041684409,0.025467139102823534,0.01973703280468824
Mount Lavinia Beach,Boat service,5,4,5,14,positive,0.784,"Few people at the beach, on a windy day.A few beach hotels and restaurants.Water is warm, lots of waves.Further away where the fishing boats lay, are traces of oil in the sand.Pity that garbage is lying around further up at the fisherman houses.Why don't people recycle?I saw lots of plastic, old fridge, etc.",1721,0.008134805345729227,9,2.908720896564361,0.023661878298606075,0.018550912586107162
Mount Lavinia Beach,Service quality,40,5,14,59,positive,0.807,Really friendly staff and always helpful.,1721,0.03428239395700174,88,0.6286086594223741,0.021550209707100563,0.017391019233630154
Mount Lavinia Beach,Safety,34,12,6,52,positive,0.81,You can go for a swim but get in where there are lifeguards and signs indicating that it is safe to bathe there.,1721,0.03021499128413713,86,0.651598177647073,0.019688033258365947,0.01594730693927642
Mount Lavinia Beach,Colonial architecture,11,0,5,16,positive,0.799,Wonderful view of 200 years older Colonial style Mt Lavinia hotel too.,1721,0.009296920395119116,24,1.927891643552635,0.017923455140524205,0.01432084065727884
Mount Lavinia Beach,Crowdedness,9,76,2,87,negative,0.854,gets crowded,1721,0.0505520046484602,122,0.3019244291673241,0.01526288514675026,0.013034503915324722
Mount Lavinia Beach,Trail,4,1,13,18,neutral,0.766,"As it stands, too dirty, area around railway tracks feels unsafe, but surf looks and feels stunning.",1721,0.010459035444509006,39,1.4423838277709342,0.015085943579242775,0.011555832781699965
Mount Lavinia Beach,Scenic view,58,2,19,79,positive,0.79,"Even though its a bit away from Colombo, you can get a good view of the sky rises and the port of Colombo from there.",1721,0.04590354445090064,128,0.25391520998096345,0.011655608128120927,0.009207930421215533
Mount Lavinia Beach,Weather condition,4,23,2,29,negative,0.761,"Unfortunately it was heavy rain when i went there but the outlook of the beach was great, had bar closer to the beach and you get good cooked fish next to the beach which is awesome.",1721,0.0168506682161534,82,0.6992262266363275,0.011782429153081638,0.008966428585495127
Mount Lavinia Beach,Souvenir stalls,5,3,6,14,neutral,0.78,this place is amazingBeware of hawkers trying to make a quick buckBut the beach is great and fun for kids,1721,0.008134805345729227,49,1.214125175789954,0.009876671970400555,0.0077038041369124335
Mount Lavinia Beach,Signage,3,2,2,7,positive,0.783,You can go for a swim but get in where there are lifeguards and signs indicating that it is safe to bathe there.,1721,0.004067402672864613,16,2.3333567516607996,0.009490701488451828,0.007431219265457782
Mount Lavinia Beach,Public transport access,8,1,14,23,neutral,0.774,"The beach is not far down from Colombo, easy commuter train ride (crowded but friendly) and available by bus on Galle road, and of course tuktuk or cab.",1721,0.01336432306798373,90,0.6061358035703155,0.008100594701985623,0.0062698602993368725
Mount Lavinia Beach,Toilets,4,2,2,8,positive,0.805,It was packed with people in the evening as they are having an evening fair with kites flying in the air.Only thing missing is mobile toilets for people patronising the beach.,1721,0.004648460197559558,37,1.4950275612563562,0.006949576112754706,0.005594408770767539
Mount Lavinia Beach,Peacefulness,47,1,0,48,positive,0.801,Mount Lavinia Beach is easily one of the most peaceful beaches I have ever been to.,1721,0.02789076118535735,129,0.24613306953890854,0.006864838662328652,0.005498735768525251
Mount Lavinia Beach,Accessibility,7,0,0,7,positive,0.863,"Around the other side of the hotel (and we think accessible by walking around from public beach) was a more sheltered place for swimming, protected by large rocks breaking the waves.There was a pool bar and restaurant on the beach.",1721,0.004067402672864613,36,1.5224265354444706,0.006192321759506853,0.005343973678454414
Mount Lavinia Beach,Turtles,1,1,3,5,neutral,0.772,"A selection of good bars to be enjoyed as you stroll along the beach, and if you're there at the right time of year you may be fortunate enough, ""as we were"", to see a turtle come ashore to lay its eggs.",1721,0.002905287623474724,16,2.3333567516607996,0.006779072491751306,0.005233443963632008
Mount Lavinia Beach,Value for money,10,16,0,26,negative,0.851,Is home to a number of beach restaurants which are expensive,1721,0.015107495642068565,112,0.38744660260548613,0.005853347860396653,0.004981199029197552
Mount Lavinia Beach,Ticket price,8,2,9,19,neutral,0.777,their prices are v high and stuff they sell are very expensive and not up the standard.also be the waves are very big and surfinh has to be done with care .,1721,0.011040092969203951,94,0.5626506916305767,0.00621171594478847,0.004826503289100641
Mount Lavinia Beach,Rock formation,3,0,2,5,positive,0.776,"You get good cabanas and that is a living experience.The rocks in the sea has many attractions to young studying sciences,",1721,0.002905287623474724,20,2.1102132003465894,0.006130776293859935,0.00475748240403531
Mount Lavinia Beach,Noise level,0,5,0,5,negative,0.824,relax Train station is located near by so every 5 minutes train cross the lobby area of the hotel well it's depends how you take the noise for me it's was amazing my father is train driver I love to travel and the noise.Food is not really good especially ye buffet in morning and allacarte is ok not really a star hotel foodBar,1721,0.002905287623474724,32,1.640209571100854,0.0047652805668240966,0.003926591187063055
Mount Lavinia Beach,Parking,2,2,3,7,neutral,0.78,Parking is the only inconvenience and recommend booking dinner at a restaurant on the beach prior to driving.,1721,0.004067402672864613,54,1.1169614273363062,0.004543131895034366,0.0035436428781268053
Mulgirigala Raja Maha Vihara,Cave,77,7,30,114,positive,0.771,Beautiful paintings in the cave.,1635,0.06972477064220184,2,4.412798293340635,0.3076813488934755,0.2372223199968696
Mulgirigala Raja Maha Vihara,Cave temple,50,4,32,86,positive,0.831,We honestly enjoyed the drive through the country side better than the rock temple itself.,1635,0.052599388379204894,8,3.0265039322207445,0.15919225576206975,0.13228876453827995
Mulgirigala Raja Maha Vihara,Stairs,65,32,62,159,positive,0.782,550 steps not as bad as you might think,1635,0.09724770642201835,47,1.255797872190522,0.12212346280017922,0.09550054790974015
Mulgirigala Raja Maha Vihara,Paintings,79,1,31,111,positive,0.8,Beautiful paintings in the cave.,1635,0.06788990825688074,29,1.7386496439141066,0.11803676481618706,0.09442941185294966
Mulgirigala Raja Maha Vihara,Temple,149,10,72,231,positive,0.797,"A bit similar to Dambulla's caves, although on a smaller scale, but without the tourists and the kitsch temple.",1635,0.14128440366972478,76,0.7752121336142496,0.10952538401522426,0.08729173106013374
Mulgirigala Raja Maha Vihara,Buddha statue,40,3,38,81,positive,0.795,Beautiful sleeping Buddha's & Paintings,1635,0.04954128440366973,47,1.255797872190522,0.06221383953971394,0.049460002434072586
Mulgirigala Raja Maha Vihara,Local guide,62,8,34,104,positive,0.782,The guide was worth it to get a bit more the visit.It has 4 levels and the 550 steps were split up into manageable sections.,1635,0.06360856269113149,66,0.9162907318741551,0.058283936461719955,0.045578038313065006
Mulgirigala Raja Maha Vihara,Murals,19,0,9,28,positive,0.819,"Breath taking views, worth the walk to the top, lots of old wall paintings",1635,0.01712538226299694,11,2.70805020110221,0.046376394881261086,0.037982267407752825
Mulgirigala Raja Maha Vihara,Sculptures,36,1,19,56,positive,0.795,"The best temple is the one with the buddha dying, with all the statues, ask to open the windows that protect the statues.",1635,0.03425076452599388,55,1.0986122886681098,0.037628310804534645,0.029914507089605046
Mulgirigala Raja Maha Vihara,Scenic view,163,5,31,199,positive,0.803,The views from top are as far as Yala.It was good to learn a bit of history from this area and we were glad we made the trip.,1635,0.1217125382262997,128,0.25391520998096345,0.030904664701046927,0.024816445754940682
Mulgirigala Raja Maha Vihara,Trail,19,1,10,30,positive,0.757,The monastery is hidden well away from the main tourist track but definitely worth a detour inland to visit it.,1635,0.01834862385321101,39,1.4423838277709342,0.026465758307723564,0.02003457903894674
Mulgirigala Raja Maha Vihara,Ticket price,32,5,37,74,neutral,0.768,"Worth a visit, but if you take a guide fix the price first!",1635,0.04525993883792049,94,0.5626506916305767,0.025465535890313563,0.01955753156376082
Mulgirigala Raja Maha Vihara,Public transport access,30,0,28,58,positive,0.784,"a little Sigirya here, worth visiting on an afternoon, great tuktuk ride...",1635,0.03547400611620795,90,0.6061358035703155,0.02150206520310599,0.016857619119235098
Mulgirigala Raja Maha Vihara,Entrance fee,20,2,19,41,positive,0.834,"Similar to dambulla, but we just liked it better, morecaves, more colorful and nice view from the top - entrance fee 200 rupies",1635,0.02507645259938838,87,0.6400373552459969,0.016049866400664144,0.013385588578153895
Mulgirigala Raja Maha Vihara,Sunset view,13,0,3,16,positive,0.851,Good sunset.,1635,0.009785932721712538,44,1.3217558399823195,0.01293461372459762,0.011007356279632575
Mulgirigala Raja Maha Vihara,Beach,14,0,8,22,positive,0.787,Close to Tangalle this makes this worth a visit when you like a break from the beach.,1635,0.01345565749235474,64,0.9470623905409088,0.012743347151009169,0.010029014207844217
Mulgirigala Raja Maha Vihara,Hindu shrine,6,2,6,14,positive,0.786,The views from the top of the rock were stunning but the little Buddhist shrines here were only mediocre.,1635,0.00856269113149847,39,1.4423838277709342,0.012350687210270996,0.009707640147273003
Mulgirigala Raja Maha Vihara,Stupa,6,0,5,11,positive,0.784,"Of course when going into the little cave temple rooms you do need to follow temple etiquette.There are quite a few levels, at the top there is a dagoba and behind it (you need to go around the walls) there is a spectacular view!",1635,0.00672782874617737,29,1.7386496439141066,0.011697337053856375,0.009170712250223399
Mulgirigala Raja Maha Vihara,Forest,8,0,5,13,positive,0.789,Nice view on the nearby fields and palm forest.,1635,0.007951070336391437,51,1.1741198411762548,0.009335509440545144,0.007365716948590119
Mulgirigala Raja Maha Vihara,Parking,3,0,10,13,neutral,0.772,"A good walk to the monastery from the car park and a lot of steps to climb, but worth the effort.",1635,0.007951070336391437,54,1.1169614273363062,0.008881038871787143,0.006856162009019675
Mulgirigala Raja Maha Vihara,Peacefulness,52,0,0,52,positive,0.805,Peaceful rock monastery,1635,0.031804281345565746,129,0.24613306953890854,0.007828085392063146,0.006301608740610833
Mulgirigala Raja Maha Vihara,Guided tours,4,0,4,8,positive,0.82,"Although this would benefit from a tour guide for non-buddhists, the temple is wonderful to visit (400 Rupees each).",1635,0.004892966360856269,36,1.5224265354444706,0.007449181824804749,0.0061083290963398935
Mulgirigala Raja Maha Vihara,Ancient ruins,2,0,4,6,neutral,0.767,Visited mulkirigala early morning.very calm and quite at the moment.great ancient place with ruins.itwas take about 10-20 minutes to take the peak.better to visit with suitable dresses as this is buddhist nonstary.,1635,0.003669724770642202,23,1.9704512579714308,0.007231013790720848,0.005546187577482891
Mulgirigala Raja Maha Vihara,Family friendliness,9,1,8,18,positive,0.773,"A nice monastery at the bottom with child monks, curious and very nice.altogether a very pleasant place",1635,0.011009174311926606,89,0.6173091041684409,0.006796063532129625,0.0052533571103362
Mulgirigala Raja Maha Vihara,Viewpoint,4,0,1,5,positive,0.844,The caves are amazing and so are the views when you get to the top......make sure you go around the edge to get to the view point which is not marked.,1635,0.0030581039755351682,29,1.7386496439141066,0.005316971388116534,0.004487523851570354
Mulgirigala Raja Maha Vihara,Museum,1,2,3,6,neutral,0.777,"much better experience then in crowded Dambola, for instance.If you can, avoid the first guy right after the gate, it's a Buddhist ""museum"" not worth it, he'll rush through the exhibits with close to null English, will push you to get a white string around your wrist and require donation for it.",1635,0.003669724770642202,36,1.5224265354444706,0.005586886368603562,0.004341010708404968
Mulgirigala Raja Maha Vihara,Toilets,1,2,3,6,neutral,0.77,"The toilets at the siteare also revolting and there is nowhere to buy water or drinks, so make sure you stock up before you arrive.The other thing to watch out for is the people trying to scam you all over the place.",1635,0.003669724770642202,37,1.4950275612563562,0.005486339674335252,0.004224481549238144
Mulgirigala Raja Maha Vihara,Accessibility,5,0,0,5,positive,0.848,This was a nice excursion accessible by local buses.,1635,0.0030581039755351682,36,1.5224265354444706,0.004655738640502968,0.003948066367146516
Mulgirigala Raja Maha Vihara,Value for money,11,6,0,17,positive,0.842,Enchanting and almost tourist-free,1635,0.010397553516819572,112,0.38744660260548613,0.004028496785500467,0.0033919942933913934
Mulgirigala Raja Maha Vihara,Crowdedness,3,18,0,21,negative,0.861,Nice not touristy place.,1635,0.012844036697247707,122,0.3019244291673241,0.0038779284480206767,0.0033388963937458025
Mulgirigala Raja Maha Vihara,Service quality,4,2,3,9,positive,0.784,Have a hot cup of ginger tea once your back down and prepare yourself for a nail biting tuk-tuk ride as dusk turns to dark and the Sri Lankan bus service scares all.,1635,0.005504587155963303,88,0.6286086594223741,0.003460231152783711,0.0027128212237824295
Mulgirigala Raja Maha Vihara,Accommodation,4,0,5,9,neutral,0.784,"The road from the hotel ""Good Karma"" is only 20 minutes by tuk-tuk.",1635,0.005504587155963303,90,0.6061358035703155,0.0033365273591026545,0.002615837449536481
Mulgirigala Raja Maha Vihara,Cleanliness,3,9,0,12,negative,0.867,"The temple is very interesting, the paintings and statues are beautiful but as is often the case a bit poorly presented with ugly lamp bulbs and behind dirty glass.",1635,0.007339449541284404,117,0.34377153910282454,0.0025230938649748592,0.002187522380933203
Muthurajawela Marsh,Birds,89,4,88,181,positive,0.768,"But the guide was very nice and there were many bird, some alligators to see!",726,0.2493112947658402,40,1.4170660197866443,0.35329056416168403,0.27132715327617335
Muthurajawela Marsh,Lagoon,38,2,46,86,neutral,0.777,Large water monitor lizards patrol the canal and crocodiles inhabit the lagoon although they are quite shy due to persecution and are best seen in the evening.,726,0.1184573002754821,11,2.70805020110221,0.3207883158330442,0.24925252140227533
Muthurajawela Marsh,Local guide,64,5,43,112,positive,0.773,"The guide was pleasant and knowledgeable.We visited during the afternoon and obviously would have seen much more if we had come early in the morning or in the evening but even so, it was a lovely experience.I think it is probably a good thing for tourists to visit and support the preservation of this lovely wetland.",726,0.15426997245179064,66,0.9162907318741551,0.141356145964057,0.10926830083021606
Muthurajawela Marsh,Wildlife,38,4,30,72,positive,0.788,Peaceful wildlife opportunity close to Negombo.,726,0.09917355371900827,54,1.1169614273363062,0.11077303411599732,0.08728915088340589
Muthurajawela Marsh,River,6,0,7,13,neutral,0.768,"Sounds include fisherman paddling their wooden boats, children laughing as they play in the river, water monitors rustling in the leaves (in the water they are quiet), and the wind blowing through the dense foliage.",726,0.01790633608815427,33,1.6094379124341003,0.028819136173062403,0.022133096580911928
Muthurajawela Marsh,Ticket price,13,3,21,37,neutral,0.754,"this is great for wild life in the wild.monkeys, crocks,monitors, bird life, fruit bats and many more this is a great trip and it doesnt cost the earth.",726,0.05096418732782369,94,0.5626506916305767,0.02867503524839027,0.021620976577286264
Muthurajawela Marsh,Guided tours,9,0,2,11,positive,0.847,Friendly staff and tour guides.,726,0.015151515151515152,36,1.5224265354444706,0.023067068718855617,0.019537807204870708
Muthurajawela Marsh,Public transport access,7,2,20,29,neutral,0.772,To get here bargain hard with a tuk-tuk driver in Negombo.,726,0.03994490358126722,90,0.6061358035703155,0.02421203623077018,0.018691691970154578
Muthurajawela Marsh,Water depth,2,1,4,7,neutral,0.754,We got some great shots of the many species of crane that live in the shallow lagoon area.,726,0.009641873278236915,13,2.540996116439044,0.024499962555197395,0.018472971766618836
Muthurajawela Marsh,Market,3,2,2,7,positive,0.789,"your driver will pass by the fresh food market, make sure you get some bananas and mangoes for the trip.",726,0.009641873278236915,16,2.3333567516607996,0.022497930112431952,0.01775086685870881
Muthurajawela Marsh,Accommodation,11,0,13,24,neutral,0.776,The hotel you leave from Jetwing Lagoon is amazing and the tour guides were very knowledgeable and friendly.,726,0.03305785123966942,90,0.6061358035703155,0.020037547225464976,0.015549136646960822
Muthurajawela Marsh,Beach,5,0,7,12,neutral,0.765,"After a day driving north from the tourist beach towns through the traffic of Colombo, it was lovely to have a final glimpse of some Sri Lankan wildlife.",726,0.01652892561983471,64,0.9470623905409088,0.015653923810593533,0.011975251715104053
Muthurajawela Marsh,Service quality,13,1,2,16,positive,0.793,Friendly staff and tour guides.,726,0.02203856749311295,88,0.6286086594223741,0.013853634367435242,0.010985932053376148
Muthurajawela Marsh,Noise level,0,6,0,6,negative,0.807,"This Marsh has plenty of such places, opportunities but the weather should be perfect and also couple visits is a must to capture pictures of rare creatures.But most of the birds, sea creatures would be running away because of noise of boats and machines.",726,0.008264462809917356,32,1.640209571100854,0.013555451000833505,0.01093924895767264
Muthurajawela Marsh,Forest,1,0,6,7,neutral,0.76,"See the amazing bird life, water lilies & lizards as well as where jungle & marsh lands meet.",726,0.009641873278236915,51,1.1741198411762548,0.0113207147220851,0.008603743188784676
Muthurajawela Marsh,Value for money,9,8,0,17,positive,0.873,Far too expensive for what it provides,726,0.023415977961432508,112,0.38744660260548613,0.009072441107841962,0.007920241087146033
Muthurajawela Marsh,Peacefulness,27,1,0,28,positive,0.827,Peaceful wildlife opportunity close to Negombo.,726,0.03856749311294766,129,0.24613306953890854,0.009492735464310523,0.007850492228984802
Muthurajawela Marsh,Sunset view,3,0,2,5,positive,0.832,A beautiful sunset and a pleasant boating experience.,726,0.006887052341597796,44,1.3217558399823195,0.009103001652770795,0.007573697375105301
Muthurajawela Marsh,Family friendliness,8,1,2,11,positive,0.771,We had to pay for kids who are only just 4 and 2 and half which I think was a rip off!,726,0.015151515151515152,89,0.6173091041684409,0.009353168244976376,0.0072112927168767865
