place_name,feature,review_percentage,review_count,total_reviews,avg_confidence,dominant_sentiment
Mulgirigala Raja Maha Vihara,Local guide,27.23,104,382.0,0.7817,positive
Mulgirigala Raja Maha Vihara,Cave temple,22.51,86,382.0,0.8307,positive
Mulgirigala Raja Maha Vihara,Buddha statue,21.2,81,382.0,0.7951,positive
Mulgirigala Raja Maha Vihara,Ticket price,19.37,74,382.0,0.7682,neutral
Mulgirigala Raja Maha Vihara,Public transport access,15.18,58,382.0,0.7841,positive
Mulgirigala Raja Maha Vihara,Sculptures,14.66,56,382.0,0.7954,positive
Mulgirigala Raja Maha Vihara,Peacefulness,13.61,52,382.0,0.8046,positive
Mulgirigala Raja Maha Vihara,Entrance fee,10.73,41,382.0,0.8337,positive
Muthurajawela Marsh,Birds,77.02,181,235.0,0.768,positive
Muthurajawela Marsh,Boat service,57.45,135,235.0,0.7099,positive
Muthurajawela Marsh,Local guide,47.66,112,235.0,0.7728,positive
Muthurajawela Marsh,Lagoon,36.6,86,235.0,0.7772,neutral
Muthurajawela Marsh,Wildlife,30.64,72,235.0,0.7878,positive
Muthurajawela Marsh,Ticket price,15.74,37,235.0,0.7538,neutral
Muthurajawela Marsh,Public transport access,12.34,29,235.0,0.7724,neutral
Muthurajawela Marsh,Peacefulness,11.91,28,235.0,0.8271,positive
Muthurajawela Marsh,Accommodation,10.21,24,235.0,0.7758,neutral
Nagadipa Purana Vihara,Temple,75.15,124,165.0,0.779,neutral
Nagadipa Purana Vihara,Boat service,62.42,103,165.0,0.734,neutral
Nagadipa Purana Vihara,Hindu shrine,32.73,54,165.0,0.763,neutral
Nagadipa Purana Vihara,Buddha statue,29.09,48,165.0,0.7608,neutral
Nagadipa Purana Vihara,Ticket price,18.79,31,165.0,0.7126,neutral
Nagadipa Purana Vihara,Public transport access,13.94,23,165.0,0.7557,neutral
Nagadipa Purana Vihara,Road access,10.91,18,165.0,0.6906,positive
Nagadipa Purana Vihara,Safety,10.3,17,165.0,0.8176,negative
Nalanda Gedige,Temple,67.79,101,149.0,0.783,positive
Nalanda Gedige,Lake,32.89,49,149.0,0.7408,neutral
Nalanda Gedige,Hindu shrine,30.87,46,149.0,0.7661,neutral
Nalanda Gedige,Value for money,27.52,41,149.0,0.799,positive
Nalanda Gedige,Peacefulness,26.85,40,149.0,0.813,positive
Nalanda Gedige,Sculptures,20.81,31,149.0,0.7819,positive
Nalanda Gedige,Road access,18.79,28,149.0,0.6614,neutral
Nalanda Gedige,Scenic view,10.74,16,149.0,0.7906,neutral
Nalanda Gedige,Ancient ruins,10.07,15,149.0,0.7627,neutral
Nalanda Gedige,Local guide,10.07,15,149.0,0.6973,neutral
Nallur Kandaswamy Kovil Festival,Temple,76.47,13,17.0,0.7908,positive
Nallur Kandaswamy Kovil Festival,Hindu shrine,52.94,9,17.0,0.7867,positive
Negombo Beach,Beach,5430.0,543,10.0,0.8094,positive
Negombo Beach,Cleanliness,3250.0,325,10.0,0.8706,negative
Negombo Beach,Accommodation,1500.0,150,10.0,0.7873,neutral
Negombo Beach,Sea,1420.0,142,10.0,0.7376,positive
Negombo Beach,Sandy beach,1230.0,123,10.0,0.7488,positive
Negombo Beach,Sunset view,920.0,92,10.0,0.8428,positive
Negombo Beach,Restaurants,900.0,90,10.0,0.7898,positive
Negombo Beach,Food quality,750.0,75,10.0,0.7235,positive
Negombo Beach,Family friendliness,700.0,70,10.0,0.7617,positive
Negombo Beach,Waves,670.0,67,10.0,0.7725,neutral
Negombo Beach,Boat service,620.0,62,10.0,0.7577,neutral
Negombo Beach,Scenic view,490.0,49,10.0,0.7831,positive
Negombo Beach,Souvenir stalls,490.0,49,10.0,0.771,neutral
Negombo Beach,Crowdedness,450.0,45,10.0,0.8476,negative
Negombo Beach,Peacefulness,440.0,44,10.0,0.8,positive
Negombo Beach,Safety,440.0,44,10.0,0.82,negative
Negombo Beach,Value for money,260.0,26,10.0,0.8446,positive
Negombo Beach,Weather condition,250.0,25,10.0,0.7688,negative
Negombo Beach,Strong current,240.0,24,10.0,0.7942,negative
Negombo Beach,Ticket price,230.0,23,10.0,0.8313,negative
Negombo Beach,Service quality,210.0,21,10.0,0.7971,positive
Negombo Beach,Road access,200.0,20,10.0,0.704,positive
Negombo Beach,Market,140.0,14,10.0,0.7857,positive
Negombo Beach,Shops,130.0,13,10.0,0.7292,neutral
Negombo Beach,Water depth,120.0,12,10.0,0.7133,neutral
Negombo Beach,Public transport access,100.0,10,10.0,0.81,neutral
Negombo Beach,Birds,80.0,8,10.0,0.795,positive
Negombo Beach,Cafes,80.0,8,10.0,0.725,neutral
Negombo Beach,Local guide,60.0,6,10.0,0.7833,positive
Negombo Beach,Noise level,60.0,6,10.0,0.7867,negative
Negombo Beach,Stairs,60.0,6,10.0,0.7267,positive
Negombo Beach,Accessibility,50.0,5,10.0,0.872,positive
Negombo Beach,Church,50.0,5,10.0,0.76,neutral
Negombo Beach,Fort,50.0,5,10.0,0.684,neutral
Negombo Beach,Lagoon,50.0,5,10.0,0.772,neutral
Negombo Fish Market,Market,2820.0,282,10.0,0.7801,positive
Negombo Fish Market,Beach,930.0,93,10.0,0.7768,neutral
Negombo Fish Market,Food quality,600.0,60,10.0,0.7547,positive
Negombo Fish Market,Boat service,590.0,59,10.0,0.7654,neutral
Negombo Fish Market,Sea,560.0,56,10.0,0.7064,neutral
Negombo Fish Market,Crowdedness,520.0,52,10.0,0.795,negative
Negombo Fish Market,Local guide,460.0,46,10.0,0.7435,neutral
Negombo Fish Market,Cleanliness,440.0,44,10.0,0.865,negative
Negombo Fish Market,Ticket price,420.0,42,10.0,0.7871,positive
Negombo Fish Market,Souvenir stalls,320.0,32,10.0,0.7662,neutral
Negombo Fish Market,Public transport access,310.0,31,10.0,0.791,neutral
Negombo Fish Market,Accommodation,290.0,29,10.0,0.771,neutral
Negombo Fish Market,Weather condition,230.0,23,10.0,0.7626,negative
Negombo Fish Market,Value for money,220.0,22,10.0,0.8345,positive
Negombo Fish Market,Birds,200.0,20,10.0,0.771,neutral
Negombo Fish Market,Family friendliness,150.0,15,10.0,0.7493,positive
Negombo Fish Market,Restaurants,140.0,14,10.0,0.7757,positive
Negombo Fish Market,Lagoon,110.0,11,10.0,0.7509,neutral
Negombo Fish Market,Noise level,110.0,11,10.0,0.7818,negative
Negombo Fish Market,Guided tours,90.0,9,10.0,0.8289,positive
Negombo Fish Market,Shops,90.0,9,10.0,0.6911,neutral
Negombo Fish Market,Road access,80.0,8,10.0,0.6838,positive
Negombo Fish Market,Sandy beach,80.0,8,10.0,0.6975,neutral
Negombo Fish Market,Wildlife,80.0,8,10.0,0.7725,neutral
Negombo Fish Market,Scenic view,70.0,7,10.0,0.7829,neutral
Negombo Fish Market,Bridge,50.0,5,10.0,0.76,neutral
Negombo Fish Market,Entrance fee,50.0,5,10.0,0.792,positive
Negombo Fish Market,Fort,50.0,5,10.0,0.66,neutral
Negombo Fish Market,Service quality,50.0,5,10.0,0.8,positive
Negombo Fish Market,Stairs,50.0,5,10.0,0.692,neutral
Negombo Fish Market,Temple,50.0,5,10.0,0.804,positive
Nilavarai Bottomless Well,Cleanliness,18.28,17,93.0,0.8659,negative
Nilavarai Bottomless Well,Water depth,13.98,13,93.0,0.6692,neutral
Nilaveli Beach,Beach,95.59,260,272.0,0.8167,positive
Nilaveli Beach,Cleanliness,43.38,118,272.0,0.8747,positive
Nilaveli Beach,Peacefulness,29.41,80,272.0,0.784,positive
Nilaveli Beach,Sandy beach,27.21,74,272.0,0.7789,positive
Nilaveli Beach,Accommodation,26.1,71,272.0,0.7763,neutral
Nilaveli Beach,Sea,23.16,63,272.0,0.7317,positive
Nilaveli Beach,Waves,16.91,46,272.0,0.777,positive
Nilaveli Beach,Restaurants,12.13,33,272.0,0.7812,neutral
Nilaveli Beach,Crowdedness,11.4,31,272.0,0.8497,negative
Old Parliament Building,Colonial architecture,24.3,69,284.0,0.7754,neutral
Old Parliament Building,Sea,17.96,51,284.0,0.7224,neutral
Old Parliament Building,Accommodation,14.44,41,284.0,0.7717,neutral
Old Parliament Building,Beach,11.62,33,284.0,0.7685,neutral
Old Parliament Building,Scenic view,11.27,32,284.0,0.7588,positive
Old Parliament Building,Fort,10.56,30,284.0,0.6873,neutral
Old Parliament Building,Sculptures,10.21,29,284.0,0.7655,neutral
Pasikudah Beach,Beach,91.18,93,102.0,0.8196,positive
Pasikudah Beach,Accommodation,45.1,46,102.0,0.7913,positive
Pasikudah Beach,Sea,35.29,36,102.0,0.7222,positive
Pasikudah Beach,Cleanliness,31.37,32,102.0,0.8762,positive
Pasikudah Beach,Peacefulness,31.37,32,102.0,0.7625,positive
Pasikudah Beach,Sandy beach,27.45,28,102.0,0.7836,positive
Pasikudah Beach,Water depth,24.51,25,102.0,0.7712,positive
Pasikudah Beach,Waves,20.59,21,102.0,0.7848,positive
Pasikudah Beach,Coral reef,18.63,19,102.0,0.7937,positive
Pasikudah Beach,Safety,16.67,17,102.0,0.8106,positive
Pasikudah Beach,Crowdedness,15.69,16,102.0,0.8662,negative
Pasikudah Beach,Family friendliness,15.69,16,102.0,0.7675,positive
Pasikudah Beach,Scenic view,11.76,12,102.0,0.7917,positive
Pasikudah Beach,Sunrise view,10.78,11,102.0,0.8491,positive
Passikudah Beach,Beach,89.68,365,407.0,0.8175,positive
Passikudah Beach,Accommodation,38.08,155,407.0,0.7937,positive
Passikudah Beach,Sea,33.17,135,407.0,0.7333,positive
Passikudah Beach,Cleanliness,30.22,123,407.0,0.878,positive
Passikudah Beach,Peacefulness,28.99,118,407.0,0.7614,positive
Passikudah Beach,Sandy beach,25.55,104,407.0,0.774,positive
Passikudah Beach,Safety,20.15,82,407.0,0.7941,positive
Passikudah Beach,Family friendliness,14.99,61,407.0,0.7711,positive
Passikudah Beach,Coral reef,14.74,60,407.0,0.7717,positive
Passikudah Beach,Water depth,14.0,57,407.0,0.7688,positive
Passikudah Beach,Crowdedness,13.02,53,407.0,0.8585,negative
Passikudah Beach,Waves,10.57,43,407.0,0.7702,neutral
Pedro Tea Factory,Local guide,30.4,152,500.0,0.7752,positive
Pedro Tea Factory,Tea plantation,25.4,127,500.0,0.8362,positive
Pedro Tea Factory,Ticket price,24.4,122,500.0,0.7616,neutral
Pedro Tea Factory,Scenic view,21.0,105,500.0,0.813,positive
Pedro Tea Factory,Value for money,17.4,87,500.0,0.8326,positive
Pedro Tea Factory,Service quality,13.0,65,500.0,0.7868,positive
Pedro Tea Factory,Shops,12.8,64,500.0,0.6867,neutral
Pedro Tea Factory,Guided tours,11.4,57,500.0,0.8193,positive
Pettah Floating Market,Market,65.38,68,104.0,0.7841,neutral
Pettah Floating Market,Shops,48.08,50,104.0,0.7424,neutral
Pettah Floating Market,Food quality,19.23,20,104.0,0.704,neutral
Pettah Floating Market,Crowdedness,17.31,18,104.0,0.8289,negative
Pettah Floating Market,Souvenir stalls,17.31,18,104.0,0.7644,neutral
Pettah Floating Market,Public transport access,14.42,15,104.0,0.7387,negative
Pettah Floating Market,Restaurants,13.46,14,104.0,0.7743,neutral
Pettah Floating Market,Value for money,13.46,14,104.0,0.8571,positive
Pettah Floating Market,Ticket price,11.54,12,104.0,0.8067,positive
Pettah Floating Market,Cleanliness,10.58,11,104.0,0.8691,negative
Pettah Floating Market,Lake,10.58,11,104.0,0.6909,neutral
Pidurangala Rock,Scenic view,81.8,409,500.0,0.7921,positive
Pidurangala Rock,Rock formation,79.0,395,500.0,0.7317,positive
Pidurangala Rock,Sunrise view,28.8,144,500.0,0.8383,positive
Pidurangala Rock,Stairs,28.4,142,500.0,0.7721,neutral
Pidurangala Rock,Sunset view,24.6,123,500.0,0.8366,positive
Pidurangala Rock,Temple,21.4,107,500.0,0.7637,neutral
Pidurangala Rock,Ticket price,20.8,104,500.0,0.7618,neutral
Pidurangala Rock,Crowdedness,14.6,73,500.0,0.8419,negative
Pidurangala Rock,Trail,13.0,65,500.0,0.7209,neutral
Pidurangala Rock,Weather condition,10.8,54,500.0,0.757,negative
Pidurangala Rock,Buddha statue,10.6,53,500.0,0.7868,neutral
Pidurutalagala,Mountain,67.06,57,85.0,0.7551,neutral
Pidurutalagala,Scenic view,57.65,49,85.0,0.7841,positive
Pidurutalagala,Weather condition,17.65,15,85.0,0.7653,negative
Pidurutalagala,Road access,16.47,14,85.0,0.6714,neutral
Pidurutalagala,Ticket price,11.76,10,85.0,0.755,neutral
Pinnawala Elephant Orphanage,Elephants,96.83,581,600.0,0.7864,positive
Pinnawala Elephant Orphanage,River,42.0,252,600.0,0.7704,neutral
Pinnawala Elephant Orphanage,Wildlife,34.0,204,600.0,0.7826,neutral
Pinnawala Elephant Orphanage,Ticket price,21.67,130,600.0,0.757,neutral
Pinnawala Elephant Orphanage,Value for money,15.33,92,600.0,0.8274,positive
Pinnawala Elephant Orphanage,Family friendliness,14.5,87,600.0,0.7366,neutral
Pitawala Pathana,Scenic view,59.26,32,54.0,0.7931,positive
Pitawala Pathana,Mountain,33.33,18,54.0,0.7822,positive
Pitawala Pathana,Weather condition,27.78,15,54.0,0.76,negative
Pitawala Pathana,Road access,18.52,10,54.0,0.685,neutral
Pitawala Pathana,Rock formation,16.67,9,54.0,0.7644,neutral
Pitawala Pathana,Forest,14.81,8,54.0,0.785,positive
Pitawala Pathana,Viewpoint,14.81,8,54.0,0.805,positive
Pitawala Pathana,Family friendliness,12.96,7,54.0,0.76,neutral
Pitawala Pathana,Trail,12.96,7,54.0,0.7571,positive
Pitawala Pathana,Ticket price,11.11,6,54.0,0.7617,neutral
Polhena Beach,Beach,85.78,181,211.0,0.8054,positive
Polhena Beach,Sea,34.12,72,211.0,0.7197,positive
Polhena Beach,Turtles,33.65,71,211.0,0.7885,positive
Polhena Beach,Crowdedness,28.44,60,211.0,0.846,negative
Polhena Beach,Coral reef,22.75,48,211.0,0.7608,positive
Polhena Beach,Peacefulness,21.33,45,211.0,0.7733,positive
Polhena Beach,Safety,20.85,44,211.0,0.7918,positive
Polhena Beach,Cleanliness,19.91,42,211.0,0.8748,positive
Polhena Beach,Family friendliness,18.48,39,211.0,0.7574,positive
Polhena Beach,Water depth,17.06,36,211.0,0.7561,positive
Polhena Beach,Waves,14.22,30,211.0,0.7847,positive
Polhena Beach,Accommodation,13.27,28,211.0,0.7879,positive
Polhena Beach,Sandy beach,10.43,22,211.0,0.7491,positive
Polonnaruwa Vatadage,Ancient ruins,32.29,62,192.0,0.7848,positive
Polonnaruwa Vatadage,Buddha statue,31.25,60,192.0,0.7867,neutral
Polonnaruwa Vatadage,Sculptures,29.69,57,192.0,0.786,positive
Polonnaruwa Vatadage,Weather condition,17.19,33,192.0,0.7339,negative
Polonnaruwa Vatadage,Temple,16.67,32,192.0,0.7856,positive
Polonnaruwa Vatadage,Local guide,14.58,28,192.0,0.7632,positive
Polonnaruwa Vatadage,Heritage site,11.46,22,192.0,0.7964,neutral
Polonnaruwa Vatadage,Museum,11.46,22,192.0,0.7791,neutral
Popham's Arboretum,Local guide,40.25,64,159.0,0.7631,positive
Popham's Arboretum,Wildlife,40.25,64,159.0,0.7909,positive
Popham's Arboretum,Birds,27.67,44,159.0,0.7677,positive
Popham's Arboretum,Forest,27.67,44,159.0,0.7836,positive
Popham's Arboretum,Trail,19.5,31,159.0,0.7716,positive
Popham's Arboretum,Ticket price,15.09,24,159.0,0.7671,neutral
Popham's Arboretum,Service quality,11.32,18,159.0,0.8011,positive
Popham's Arboretum,Peacefulness,10.69,17,159.0,0.8259,positive
Rankoth Vehera,Stupa,72.41,42,58.0,0.7681,neutral
Rankoth Vehera,Ancient ruins,22.41,13,58.0,0.7446,neutral
Rankoth Vehera,Temple,15.52,9,58.0,0.7689,neutral
Rankoth Vehera,Weather condition,12.07,7,58.0,0.7686,positive
Richmond Castle,Local guide,29.38,57,194.0,0.776,positive
Richmond Castle,Family friendliness,21.65,42,194.0,0.7748,neutral
Richmond Castle,Ticket price,18.04,35,194.0,0.7734,neutral
Richmond Castle,Entrance fee,14.43,28,194.0,0.8286,neutral
Richmond Castle,Public transport access,11.86,23,194.0,0.7991,neutral
Richmond Castle,Colonial architecture,10.82,21,194.0,0.7771,neutral
Ridee Viharaya (silver Temple),Temple,81.08,60,74.0,0.7977,positive
Ridee Viharaya (silver Temple),Scenic view,33.78,25,74.0,0.8,positive
Ridee Viharaya (silver Temple),Peacefulness,24.32,18,74.0,0.8067,positive
Ridee Viharaya (silver Temple),Sculptures,18.92,14,74.0,0.77,neutral
Ridee Viharaya (silver Temple),Cave,17.57,13,74.0,0.7323,positive
Ridee Viharaya (silver Temple),Food quality,16.22,12,74.0,0.7733,positive
Ridee Viharaya (silver Temple),Rock formation,16.22,12,74.0,0.7233,neutral
Ridee Viharaya (silver Temple),Buddha statue,14.86,11,74.0,0.7873,neutral
Ridee Viharaya (silver Temple),Value for money,14.86,11,74.0,0.8073,positive
Ridee Viharaya (silver Temple),Accommodation,12.16,9,74.0,0.8089,positive
Ridee Viharaya (silver Temple),Mountain,12.16,9,74.0,0.7667,positive
Ridee Viharaya (silver Temple),Local guide,10.81,8,74.0,0.7512,neutral
Ridee Viharaya (silver Temple),Service quality,10.81,8,74.0,0.82,positive
Ritigala Forest Monastery,Forest,55.79,130,233.0,0.7897,positive
Ritigala Forest Monastery,Ancient ruins,45.49,106,233.0,0.7862,positive
Ritigala Forest Monastery,Local guide,32.62,76,233.0,0.7764,positive
Ritigala Forest Monastery,Trail,29.61,69,233.0,0.7487,neutral
Ritigala Forest Monastery,Peacefulness,23.61,55,233.0,0.8131,positive
Ritigala Forest Monastery,Ticket price,20.17,47,233.0,0.7477,neutral
Ritigala Forest Monastery,Mountain,16.31,38,233.0,0.7558,neutral
Ritigala Forest Monastery,Road access,16.31,38,233.0,0.6768,neutral
Ritigala Forest Monastery,Public transport access,13.73,32,233.0,0.8012,neutral
Ritigala Forest Monastery,Entrance fee,12.88,30,233.0,0.824,neutral
Ritigala Forest Monastery,Value for money,11.59,27,233.0,0.8163,positive
Royal Botanical Gardens,Peacefulness,18.5,111,600.0,0.8072,positive
Royal Botanical Gardens,Cleanliness,16.17,97,600.0,0.8866,positive
Royal Botanical Gardens,Ticket price,16.0,96,600.0,0.7819,neutral
Royal Botanical Gardens,Bridge,13.0,78,600.0,0.7844,positive
Royal Botanical Gardens,Weather condition,12.0,72,600.0,0.755,negative
Ruwanweli Maha Seya,Stupa,56.4,282,500.0,0.7799,neutral
Ruwanweli Maha Seya,Weather condition,19.0,95,500.0,0.7301,negative
Ruwanweli Maha Seya,Temple,16.8,84,500.0,0.7769,neutral
Ruwanweli Maha Seya,Buddha statue,14.4,72,500.0,0.7661,neutral
Ruwanweli Maha Seya,Peacefulness,14.4,72,500.0,0.8011,positive
Ruwanweli Maha Seya,Crowdedness,11.0,55,500.0,0.8429,negative
Samadhi Statue,Sculptures,76.92,80,104.0,0.7852,positive
Samadhi Statue,Buddha statue,57.69,60,104.0,0.7973,neutral
Samadhi Statue,Peacefulness,26.92,28,104.0,0.8071,positive
Samudra Parakrama,Lake,79.31,23,29.0,0.7391,positive
Samudra Parakrama,Scenic view,34.48,10,29.0,0.822,positive
Samudra Parakrama,Sea,34.48,10,29.0,0.708,neutral
Samudra Parakrama,Peacefulness,27.59,8,29.0,0.835,positive
Samudra Parakrama,Sunset view,24.14,7,29.0,0.8686,positive
Sea Turtle Conservation Project (Koggala),Turtles,93.05,174,187.0,0.7925,positive
Sea Turtle Conservation Project (Koggala),Sea,41.18,77,187.0,0.7195,neutral
Sea Turtle Conservation Project (Koggala),Local guide,33.16,62,187.0,0.7524,neutral
Sea Turtle Conservation Project (Koggala),Wildlife,25.67,48,187.0,0.7792,neutral
Sea Turtle Conservation Project (Koggala),Ticket price,22.99,43,187.0,0.7623,neutral
Sea Turtle Conservation Project (Koggala),Entrance fee,18.18,34,187.0,0.8365,neutral
Sea Turtle Conservation Project (Koggala),Service quality,12.83,24,187.0,0.7892,positive
Sea Turtle Conservation Project (Koggala),Beach,12.3,23,187.0,0.7774,neutral
Sea Turtle Farm Galle Mahamodara,Turtles,85.6,428,500.0,0.8007,positive
Sea Turtle Farm Galle Mahamodara,Sea,44.8,224,500.0,0.7291,positive
Sea Turtle Farm Galle Mahamodara,Wildlife,22.6,113,500.0,0.7998,positive
Sea Turtle Farm Galle Mahamodara,Service quality,22.2,111,500.0,0.8009,positive
Sea Turtle Farm Galle Mahamodara,Family friendliness,13.8,69,500.0,0.7771,positive
Sea Turtle Farm Galle Mahamodara,Cleanliness,11.0,55,500.0,0.8865,positive
Sea Turtle Farm Galle Mahamodara,Beach,10.2,51,500.0,0.7878,positive
Seema Malakaya Temple,Temple,83.96,267,318.0,0.7891,positive
Seema Malakaya Temple,Lake,60.38,192,318.0,0.7071,positive
Seema Malakaya Temple,Peacefulness,38.99,124,318.0,0.8106,positive
Seema Malakaya Temple,Ticket price,22.33,71,318.0,0.7415,neutral
Seema Malakaya Temple,Buddha statue,22.01,70,318.0,0.7997,neutral
Seema Malakaya Temple,Scenic view,19.81,63,318.0,0.7876,positive
Seema Malakaya Temple,Entrance fee,16.67,53,318.0,0.8253,neutral
Seema Malakaya Temple,Sculptures,15.72,50,318.0,0.7856,positive
Seenigama Muhudu Viharaya,Temple,64.91,37,57.0,0.7762,neutral
Seenigama Muhudu Viharaya,Sea,36.84,21,57.0,0.699,neutral
Seenigama Muhudu Viharaya,Boat service,35.09,20,57.0,0.691,neutral
Seenigama Muhudu Viharaya,Beach,28.07,16,57.0,0.7762,neutral
Seenigama Muhudu Viharaya,Peacefulness,15.79,9,57.0,0.8044,positive
Seenigama Muhudu Viharaya,Scenic view,15.79,9,57.0,0.7811,positive
Seenigama Muhudu Viharaya,Road access,14.04,8,57.0,0.6238,neutral
Seruwila Mangala Raja Maha Vihara,Temple,58.54,24,41.0,0.7533,neutral
Seruwila Mangala Raja Maha Vihara,Buddha statue,36.59,15,41.0,0.748,neutral
Seruwila Mangala Raja Maha Vihara,Stupa,36.59,15,41.0,0.7547,neutral
Seruwila Mangala Raja Maha Vihara,Road access,21.95,9,41.0,0.75,positive
Seruwila Mangala Raja Maha Vihara,Hindu shrine,14.63,6,41.0,0.7567,neutral
Seruwila Mangala Raja Maha Vihara,Peacefulness,14.63,6,41.0,0.84,positive
Seruwila Mangala Raja Maha Vihara,Forest,12.2,5,41.0,0.752,neutral
Sigiriya Lion Rock,Scenic view,56.67,306,540.0,0.8027,positive
Sigiriya Lion Rock,Rock formation,48.33,261,540.0,0.7048,neutral
Sigiriya Lion Rock,Stairs,38.7,209,540.0,0.7766,neutral
Sigiriya Lion Rock,Local guide,23.52,127,540.0,0.7639,neutral
Sigiriya Lion Rock,Ticket price,20.37,110,540.0,0.7853,neutral
Sigiriya Lion Rock,Fortress,17.41,94,540.0,0.7874,positive
Sigiriya Lion Rock,Crowdedness,17.04,92,540.0,0.8435,negative
Sigiriya Lion Rock,Weather condition,14.63,79,540.0,0.757,negative
Sigiriya Lion Rock,Murals,14.07,76,540.0,0.7979,positive
Sigiriya Lion Rock,Ancient ruins,13.7,74,540.0,0.7876,positive
Sigiriya Lion Rock,Heritage site,11.11,60,540.0,0.7997,neutral
Sigiriya Lion Rock,Value for money,10.19,55,540.0,0.8691,negative
Sigiriya Lion Rock,Paintings,10.0,54,540.0,0.7863,positive
Single Tree Hill,Scenic view,80.95,51,63.0,0.8047,positive
Single Tree Hill,Mountain,61.9,39,63.0,0.7267,positive
Single Tree Hill,Temple,50.79,32,63.0,0.7837,neutral
Single Tree Hill,Tea plantation,38.1,24,63.0,0.8242,positive
Single Tree Hill,Road access,33.33,21,63.0,0.6843,positive
Single Tree Hill,Lake,31.75,20,63.0,0.718,positive
Single Tree Hill,Trail,30.16,19,63.0,0.7305,neutral
Single Tree Hill,Public transport access,11.11,7,63.0,0.7714,neutral
Single Tree Hill,Viewpoint,11.11,7,63.0,0.76,neutral
Sinharaja Forest Reserve,Forest,78.49,343,437.0,0.7928,positive
Sinharaja Forest Reserve,Local guide,59.27,259,437.0,0.7763,positive
Sinharaja Forest Reserve,Birds,43.71,191,437.0,0.7661,neutral
Sinharaja Forest Reserve,Wildlife,38.67,169,437.0,0.7806,neutral
Sinharaja Forest Reserve,Weather condition,36.16,158,437.0,0.7454,negative
Sinharaja Forest Reserve,Leeches,31.12,136,437.0,0.8006,negative
Sinharaja Forest Reserve,Waterfall,29.06,127,437.0,0.7915,positive
Sinharaja Forest Reserve,Trail,25.86,113,437.0,0.7697,positive
Sinharaja Forest Reserve,Ticket price,13.5,59,437.0,0.7897,neutral
Sinharaja Forest Reserve,Accommodation,12.59,55,437.0,0.784,positive
Sinharaja Forest Reserve,Scenic view,10.3,45,437.0,0.7782,positive
Sinharaja Forest Reserve,Heritage site,10.07,44,437.0,0.8018,neutral
Sithulpawwa Rock Temple,Temple,78.02,71,91.0,0.7896,positive
Sithulpawwa Rock Temple,Scenic view,41.76,38,91.0,0.7879,positive
Sithulpawwa Rock Temple,Rock formation,36.26,33,91.0,0.7158,positive
Sithulpawwa Rock Temple,Wildlife,32.97,30,91.0,0.7853,neutral
Sithulpawwa Rock Temple,Road access,31.87,29,91.0,0.7031,neutral
Sithulpawwa Rock Temple,Elephants,23.08,21,91.0,0.7552,neutral
Sithulpawwa Rock Temple,Forest,23.08,21,91.0,0.7619,neutral
Sithulpawwa Rock Temple,Peacefulness,20.88,19,91.0,0.7853,positive
Sithulpawwa Rock Temple,Mountain,18.68,17,91.0,0.7365,positive
Sithulpawwa Rock Temple,Cave,15.38,14,91.0,0.7114,neutral
Sithulpawwa Rock Temple,Cave temple,15.38,14,91.0,0.8114,neutral
Sithulpawwa Rock Temple,Weather condition,14.29,13,91.0,0.7477,negative
Sithulpawwa Rock Temple,Ancient ruins,13.19,12,91.0,0.745,neutral
Sithulpawwa Rock Temple,Stupa,13.19,12,91.0,0.7667,neutral
Sithulpawwa Rock Temple,Birds,10.99,10,91.0,0.74,neutral
Somawathiya Chaitya,Buddha statue,42.17,35,83.0,0.7629,neutral
Somawathiya Chaitya,Temple,42.17,35,83.0,0.7743,neutral
Somawathiya Chaitya,Stupa,38.55,32,83.0,0.7619,neutral
Somawathiya Chaitya,Elephants,31.33,26,83.0,0.7638,neutral
Somawathiya Chaitya,Road access,28.92,24,83.0,0.7133,positive
Somawathiya Chaitya,Forest,22.89,19,83.0,0.7695,neutral
Somawathiya Chaitya,Weather condition,15.66,13,83.0,0.7708,negative
Somawathiya Chaitya,Peacefulness,10.84,9,83.0,0.7867,positive
Sri Pada / Adam's Peak,Sunrise view,3200.0,320,10.0,0.8338,positive
Sri Pada / Adam's Peak,Mountain,3010.0,301,10.0,0.73,neutral
Sri Pada / Adam's Peak,Scenic view,2460.0,246,10.0,0.8081,positive
Sri Pada / Adam's Peak,Stairs,2400.0,240,10.0,0.772,neutral
Sri Pada / Adam's Peak,Crowdedness,1490.0,149,10.0,0.8481,negative
Sri Pada / Adam's Peak,Weather condition,1360.0,136,10.0,0.769,negative
Sri Pada / Adam's Peak,Trail,1170.0,117,10.0,0.7268,neutral
Sri Pada / Adam's Peak,Shops,1030.0,103,10.0,0.7254,neutral
Sri Pada / Adam's Peak,Temple,930.0,93,10.0,0.7776,neutral
Sri Pada / Adam's Peak,Accommodation,740.0,74,10.0,0.7622,neutral
Sri Pada / Adam's Peak,Food quality,650.0,65,10.0,0.6945,neutral
Sri Pada / Adam's Peak,Cleanliness,530.0,53,10.0,0.8589,negative
Sri Pada / Adam's Peak,Buddha statue,520.0,52,10.0,0.7642,neutral
Sri Pada / Adam's Peak,Family friendliness,480.0,48,10.0,0.7396,neutral
Sri Pada / Adam's Peak,Souvenir stalls,480.0,48,10.0,0.7667,neutral
Sri Pada / Adam's Peak,Toilets,450.0,45,10.0,0.7782,neutral
